GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABX001,ABX002,ABX003,ABX004,ABX005,ABX006,ABX007,ABX008,ABX009,ABX010,ABX011,ABX012,ABX013,ABX014,ABX015,ABX016,ABX017,ABX018,ABX019,ABX020,ABX021,ABX022,ABX023,ABX024,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006,ABQ001,ABQ002
"G1301690","1830","Georgia","130","Jones","1690","Jones",1272,1141,637,328,79,3,1268,1097,628,310,59,7,10,3,2,4,4,0,3,9,3,5,2,0,3364,3107,3460,3369,23,22,6829,45
"G1301750","1830","Georgia","130","Laurens","1750","Laurens",434,349,202,141,36,0,444,340,243,138,48,0,3,0,1,2,1,0,4,0,2,0,1,0,1645,1555,1162,1213,7,7,2375,14
"G1301770","1830","Georgia","130","Lee","1770","Lee",65,38,26,36,6,0,43,41,31,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,715,654,171,140,0,0,311,0
"G1301790","1830","Georgia","130","Liberty","1790","Liberty",880,712,544,433,220,0,772,788,551,471,252,1,3,1,2,1,1,0,4,1,5,1,2,0,783,805,2789,2835,8,13,5624,21
"G1301810","1830","Georgia","130","Lincoln","1810","Lincoln",624,523,242,170,53,2,631,508,305,159,58,1,8,6,1,2,2,2,10,3,4,4,3,0,1472,1352,1614,1662,21,24,3276,45
"G1301850","1830","Georgia","130","Lowndes","1850","Lowndes",57,45,28,22,4,0,58,64,37,16,4,0,0,1,0,0,1,0,1,2,0,0,0,0,1070,1043,156,179,2,3,335,5
"G1301910","1830","Georgia","130","McIntosh","1910","Mcintosh",544,506,382,341,150,1,545,455,405,328,136,1,17,20,6,6,3,1,15,11,16,6,8,0,557,538,1924,1870,53,56,3794,109
"G1301950","1830","Georgia","130","Madison","1950","Madison",226,210,89,54,13,0,259,230,100,53,25,0,0,1,1,0,0,0,0,0,0,0,0,0,1685,1700,592,667,2,0,1259,2
"G1301970","1830","Georgia","130","Marion","1970","Marion",19,21,6,12,0,0,12,16,16,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,684,643,58,51,0,0,109,0
"G1301990","1830","Georgia","130","Meriwether","1990","Meriwether",273,267,119,50,14,0,257,219,125,58,12,0,1,4,1,0,1,0,0,2,0,0,1,0,1610,1408,723,671,7,3,1394,10
"G1302070","1830","Georgia","130","Monroe","2070","Monroe",1416,1231,584,306,76,0,1461,1280,653,288,52,6,2,0,1,1,2,0,1,1,0,0,3,0,4586,4252,3613,3740,6,5,7353,11
"G1302090","1830","Georgia","130","Montgomery","2090","Montgomery",71,49,25,19,4,0,60,53,32,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,474,460,168,167,0,0,335,0
"G1302110","1830","Georgia","130","Morgan","2110","Morgan",1279,1133,657,339,93,2,1168,1112,644,299,94,0,3,3,3,1,1,0,2,0,0,1,1,0,2784,2427,3503,3317,11,4,6820,15
"G1302150","1830","Georgia","130","Muscogee","2150","Muscogee",220,218,127,93,12,0,208,191,110,48,13,0,1,2,0,2,2,0,0,0,0,0,1,0,1275,985,670,570,7,1,1240,8
"G1302170","1830","Georgia","130","Newton","2170","Newton",565,527,225,118,32,3,565,518,282,122,45,1,3,1,2,0,2,0,6,2,3,3,2,0,4185,3943,1470,1533,8,16,3003,24
"G1302210","1830","Georgia","130","Oglethorpe","2210","Oglethorpe",1444,1320,747,386,101,0,1513,1215,772,359,83,0,1,1,5,3,6,0,0,0,0,1,2,0,2948,2711,3998,3942,16,3,7940,19
"G1302310","1830","Georgia","130","Pike","2310","Pike",311,290,138,70,20,0,344,353,159,75,13,0,3,5,1,0,0,0,4,6,1,0,0,0,2236,2120,829,944,9,11,1773,20
"G1302350","1830","Georgia","130","Pulaski","2350","Pulaski",331,298,172,86,23,2,327,256,172,80,17,1,2,2,6,0,1,0,2,4,0,1,0,0,1607,1516,912,853,11,7,1765,18
"G1302370","1830","Georgia","130","Putnam","2370","Putnam",1391,1281,710,405,105,2,1404,1185,722,388,112,2,6,8,4,5,2,0,6,3,3,2,2,0,2827,2686,3894,3813,25,16,7707,41
"G1302410","1830","Georgia","130","Rabun","2410","Rabun",10,7,5,4,0,0,11,12,7,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1081,1034,26,33,2,0,59,2
"G1302430","1830","Georgia","130","Randolph","2430","Randolph",125,136,63,26,4,0,124,110,63,21,10,0,0,0,0,1,0,0,0,0,0,0,0,0,807,701,354,328,1,0,682,1
"G1302450","1830","Georgia","130","Richmond","2450","Richmond",861,824,651,563,203,3,895,832,649,557,206,2,38,29,18,26,12,0,31,25,23,20,13,0,2738,2425,3105,3141,123,112,6246,235
"G1302510","1830","Georgia","130","Screven","2510","Screven",402,330,243,189,21,0,431,333,242,149,25,1,6,2,1,1,0,0,6,1,3,2,1,0,1212,1175,1185,1181,10,13,2366,23
"G1302630","1830","Georgia","130","Talbot","2630","Talbot",397,335,189,107,22,0,398,330,208,95,17,1,0,1,0,1,0,0,0,0,0,0,0,0,2011,1828,1050,1049,2,0,2099,2
"G1302650","1830","Georgia","130","Taliaferro","2650","Taliaferro",515,440,218,135,44,0,503,452,237,150,41,0,2,10,4,0,2,0,5,7,2,3,2,0,1138,1024,1352,1383,18,19,2735,37
"G1302670","1830","Georgia","130","Tattnall","2670","Tattnall",99,66,49,27,8,0,96,77,44,29,10,1,1,8,0,0,0,0,1,3,0,1,0,0,768,752,249,257,9,5,506,14
"G1302710","1830","Georgia","130","Telfair","2710","Telfair",106,90,46,34,11,2,104,87,43,34,7,1,0,0,1,0,0,0,1,0,0,0,0,0,808,761,289,276,1,1,565,2
"G1302750","1830","Georgia","130","Thomas","2750","Thomas",243,192,79,51,13,2,234,174,109,62,9,0,0,0,2,2,0,0,0,0,0,0,0,0,1126,1001,580,588,4,0,1168,4
"G1302850","1830","Georgia","130","Troup","2850","Troup",381,363,197,90,21,1,418,403,199,91,24,0,0,2,2,0,0,0,0,0,0,0,0,0,1909,1698,1053,1135,4,0,2188,4
"G1302890","1830","Georgia","130","Twiggs","2890","Twiggs",639,564,303,200,66,1,638,531,332,184,48,1,4,7,2,2,2,0,3,5,2,1,1,0,2310,2185,1773,1734,17,12,3507,29
"G1302930","1830","Georgia","130","Upson","2930","Upson",521,427,239,103,20,0,466,413,248,98,22,0,1,3,1,3,1,0,2,0,1,0,0,0,2263,2181,1310,1247,9,3,2557,12
"G1302970","1830","Georgia","130","Walton","2970","Walton",584,500,249,132,27,1,583,581,304,162,37,3,1,0,0,1,0,0,1,0,0,1,0,0,3967,3795,1493,1670,2,2,3163,4
"G1302990","1830","Georgia","130","Ware","2990","Ware",10,8,9,1,1,0,14,9,5,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,593,548,29,32,3,0,61,3
"G1303010","1830","Georgia","130","Warren","3010","Warren",884,723,432,265,99,0,861,718,375,243,93,0,18,13,2,2,2,0,25,20,8,6,5,0,3085,3067,2403,2290,37,64,4693,101
"G1303030","1830","Georgia","130","Washington","3030","Washington",700,630,296,269,62,2,702,589,338,246,71,4,2,3,0,1,0,0,4,2,1,1,2,0,3015,2880,1959,1950,6,10,3909,16
"G1303050","1830","Georgia","130","Wayne","3050","Wayne",35,31,36,14,8,0,53,40,29,25,5,0,0,0,3,1,1,0,0,3,1,1,1,0,339,337,124,152,5,6,276,11
"G1303170","1830","Georgia","130","Wilkes","3170","Wilkes",1561,1461,828,523,139,0,1628,1397,798,468,157,0,0,0,0,2,0,0,4,2,1,1,2,0,2670,2595,4512,4448,2,10,8960,12
"G1303190","1830","Georgia","130","Wilkinson","3190","Wilkinson",313,353,174,96,72,10,244,286,228,88,51,7,2,1,0,0,0,0,0,0,0,0,0,0,2337,2251,1018,904,3,0,1922,3
"G1700010","1830","Illinois","170","Adams","0010","Adams",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1192,989,0,0,5,0,0,5
"G1700030","1830","Illinois","170","Alexander","0030","Alexander",0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,2,0,1,0,1,0,724,654,2,4,2,4,6,6
"G1700050","1830","Illinois","170","Bond","0050","Bond",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1626,1496,1,0,1,0,1,1
"G1700130","1830","Illinois","170","Calhoun","0130","Calhoun",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,411,0,0,0,0,0,0
"G1700230","1830","Illinois","170","Clark","0230","Clark",0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,2,5,1,3,0,0,2073,1848,0,0,8,11,0,19
"G1700250","1830","Illinois","170","Clay","0250","Clay",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,365,1,1,0,0,2,0
"G1700270","1830","Illinois","170","Clinton","0270","Clinton",0,1,0,0,0,0,0,3,0,1,0,0,16,8,10,5,5,0,9,15,8,4,2,0,1215,1028,1,4,44,38,5,82
"G1700330","1830","Illinois","170","Crawford","0330","Crawford",0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,4,1,1,0,0,1602,1501,0,0,6,8,0,14
"G1700450","1830","Illinois","170","Edgar","0450","Edgar",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,3,1,1,0,0,2126,1930,0,0,3,12,0,15
"G1700470","1830","Illinois","170","Edwards","0470","Edwards",0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2,1,0,17,3,4,2,0,0,866,743,0,0,14,26,0,40
"G1700510","1830","Illinois","170","Fayette","0510","Fayette",3,6,1,1,0,0,7,4,1,1,0,0,1,1,0,2,0,0,3,1,2,1,0,0,1391,1278,11,13,4,7,24,11
"G1700550","1830","Illinois","170","Franklin","0550","Franklin",1,1,0,0,0,0,4,1,1,1,0,0,1,12,0,3,2,0,7,5,3,4,1,0,2077,1959,2,7,18,20,9,38
"G1700570","1830","Illinois","170","Fulton","0570","Fulton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,845,0,0,0,0,0,0
"G1700590","1830","Illinois","170","Gallatin","0590","Gallatin",16,18,29,12,1,0,39,31,14,18,4,2,45,53,20,24,7,1,47,33,24,20,8,0,3652,3287,76,108,150,132,184,282
"G1700610","1830","Illinois","170","Greene","0610","Greene",2,0,1,2,0,0,1,0,1,1,1,0,8,3,2,2,0,0,8,3,3,1,1,0,4031,3603,5,4,15,16,9,31
"G1700650","1830","Illinois","170","Hamilton","0650","Hamilton",0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,1,1,0,2,0,1380,1226,0,2,2,6,2,8
"G1700670","1830","Illinois","170","Hancock","0670","Hancock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,219,0,0,0,0,0,0
"G1700730","1830","Illinois","170","Henry","0730","Henry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0
"G1700770","1830","Illinois","170","Jackson","0770","Jackson",3,5,3,2,0,0,4,1,2,0,1,0,8,8,5,2,0,0,4,7,3,4,0,0,934,832,13,8,23,18,21,41
"G1700810","1830","Illinois","170","Jefferson","0810","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1304,1248,0,0,3,0,0,3
"G1700850","1830","Illinois","170","Jo Daviess","0850","Jo Daviess",4,3,3,0,0,1,8,5,5,2,0,0,7,2,7,2,0,0,4,2,9,0,0,0,1378,669,11,20,18,15,31,33
"G1700870","1830","Illinois","170","Johnson","0870","Johnson",1,4,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,871,713,6,5,1,0,11,1
"G1700950","1830","Illinois","170","Knox","0950","Knox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,126,0,0,0,0,0,0
"G1701010","1830","Illinois","170","Lawrence","1010","Lawrence",0,0,0,0,0,0,0,0,0,0,0,0,37,24,12,10,4,0,34,24,11,13,4,0,1839,1656,0,0,87,86,0,173
"G1701150","1830","Illinois","170","Macon","1150","Macon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,520,0,0,0,0,0,0
"G1701170","1830","Illinois","170","Macoupin","1170","Macoupin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,941,0,0,0,0,0,0
"G1701190","1830","Illinois","170","Madison","1190","Madison",3,2,3,3,0,0,1,6,3,2,1,0,23,11,8,5,3,0,19,15,5,4,0,0,3275,2829,11,13,50,43,24,93
"G1701210","1830","Illinois","170","Marion","1210","Marion",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1092,1029,0,1,2,1,1,3
"G1701310","1830","Illinois","170","Mercer","1310","Mercer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0
"G1701330","1830","Illinois","170","Monroe","1330","Monroe",6,5,4,3,0,0,9,5,3,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1095,864,18,20,0,3,38,3
"G1701350","1830","Illinois","170","Montgomery","1350","Montgomery",0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1568,1377,1,3,1,3,4,4
"G1701370","1830","Illinois","170","Morgan","1370","Morgan",0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,5,7,1,1,5,0,6592,6090,0,0,13,19,0,32
"G1701450","1830","Illinois","170","Perry","1450","Perry",0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,584,1,3,0,0,4,0
"G1701490","1830","Illinois","170","Pike","1490","Pike",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1328,1065,0,0,2,1,0,3
"G1701510","1830","Illinois","170","Pope","1510","Pope",3,4,3,0,0,0,8,2,3,2,0,0,12,5,7,5,1,0,13,7,2,4,3,0,1638,1594,10,15,30,29,25,59
"G1701550","1830","Illinois","170","Putnam","1550","Putnam",0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,1,0,10,4,4,2,1,0,787,482,0,0,20,21,0,41
"G1701570","1830","Illinois","170","Randolph","1570","Randolph",38,36,18,16,3,0,34,34,16,13,3,0,33,20,19,13,2,0,15,23,6,10,10,1,2128,1938,111,100,87,65,211,152
"G1701630","1830","Illinois","170","St Clair","1630","St Clair",13,23,9,5,1,1,12,18,9,3,1,1,24,32,15,17,8,0,50,30,16,11,8,0,3628,3143,52,44,96,115,96,211
"G1701670","1830","Illinois","170","Sangamon","1670","Sangamon",1,3,0,0,0,0,4,4,0,1,0,0,2,6,2,3,0,0,3,9,0,5,3,1,6602,6311,4,9,13,21,13,34
"G1701690","1830","Illinois","170","Schuyler","1690","Schuyler",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1548,1409,0,0,2,0,0,2
"G1701730","1830","Illinois","170","Shelby","1730","Shelby",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,1429,1,1,0,0,2,0
"G1701790","1830","Illinois","170","Tazewell","1790","Tazewell",0,0,0,1,0,0,1,1,1,0,0,0,3,0,2,1,0,0,1,3,1,0,0,0,2579,2122,1,3,6,5,4,11
"G1701810","1830","Illinois","170","Union","1810","Union",1,0,1,1,0,0,1,0,0,0,0,0,6,6,0,4,1,0,6,5,1,1,1,0,1663,1541,3,1,17,14,4,31
"G1701830","1830","Illinois","170","Vermilion","1830","Vermilion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2994,2836,0,0,4,2,0,6
"G1701850","1830","Illinois","170","Wabash","1850","Wabash",0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,1,0,3,3,1,1,0,0,1369,1324,0,0,9,8,0,17
"G1701870","1830","Illinois","170","Warren","1870","Warren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,121,0,0,0,0,0,0
"G1701890","1830","Illinois","170","Washington","1890","Washington",2,2,0,0,1,0,2,4,0,1,1,0,8,2,2,0,0,0,5,1,3,2,0,0,871,768,5,8,12,11,13,23
"G1701910","1830","Illinois","170","Wayne","1910","Wayne",0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1358,1189,0,3,2,1,3,3
"G1701930","1830","Illinois","170","White","1930","White",0,0,0,0,0,0,0,0,0,0,0,0,19,21,6,4,4,0,23,10,11,8,0,0,3137,2848,0,0,54,52,0,106
"G1800030","1830","Indiana","180","Allen","0030","Allen",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,564,428,0,0,4,0,0,4
"G1800050","1830","Indiana","180","Bartholomew","0050","Bartholomew",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,2807,2663,0,0,3,3,0,6
"G1800110","1830","Indiana","180","Boone","0110","Boone",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,320,299,0,0,1,1,0,2
"G1800150","1830","Indiana","180","Carroll","0150","Carroll",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,732,0,0,0,0,0,0
"G1800170","1830","Indiana","180","Cass","0170","Cass",0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,1,0,4,2,0,0,0,0,718,428,0,0,10,6,0,16
"G1800190","1830","Indiana","180","Clark","0190","Clark",0,0,0,0,0,0,0,0,0,0,0,0,33,36,22,12,15,0,35,46,19,17,8,0,5381,5062,0,0,118,125,0,243
"G1800210","1830","Indiana","180","Clay","0210","Clay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,821,794,0,0,1,0,0,1
"G1800230","1830","Indiana","180","Clinton","0230","Clinton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,765,657,0,0,1,0,0,1
"G1800250","1830","Indiana","180","Crawford","0250","Crawford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,1562,0,0,0,0,0,0
"G1800270","1830","Indiana","180","Daviess","0270","Daviess",0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,3,0,0,11,3,7,0,1,0,2328,2171,0,0,22,22,0,44
"G1800290","1830","Indiana","180","Dearborn","0290","Dearborn",0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,6,2,0,9,5,4,7,1,0,7223,6689,0,0,36,26,0,62
"G1800310","1830","Indiana","180","Decatur","0310","Decatur",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,4,1,0,0,0,2948,2929,0,1,3,6,1,9
"G1800350","1830","Indiana","180","Delaware","0350","Delaware",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1234,1138,0,0,2,0,0,2
"G1800370","1830","Indiana","180","Dubois","0370","Dubois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,936,840,0,0,0,2,0,2
"G1800390","1830","Indiana","180","Elkhart","0390","Elkhart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,422,0,0,0,0,0,0
"G1800410","1830","Indiana","180","Fayette","0410","Fayette",0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,4,1,0,8,4,2,2,0,0,4668,4413,0,0,15,16,0,31
"G1800430","1830","Indiana","180","Floyd","0430","Floyd",0,0,0,0,0,0,0,0,0,0,0,0,47,29,26,20,14,0,47,42,19,15,6,0,3230,2866,0,0,136,129,0,265
"G1800450","1830","Indiana","180","Fountain","0450","Fountain",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,1,1,0,0,3989,3621,0,0,4,5,0,9
"G1800470","1830","Indiana","180","Franklin","0470","Franklin",0,0,0,0,0,0,0,0,0,0,0,0,14,14,8,3,2,0,21,14,3,9,3,0,5187,4912,0,0,41,50,0,91
"G1800510","1830","Indiana","180","Gibson","0510","Gibson",0,0,0,0,0,0,0,0,0,0,0,0,9,11,2,2,1,0,7,14,3,4,0,0,2764,2601,0,0,25,28,0,53
"G1800550","1830","Indiana","180","Greene","0550","Greene",0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,2,4,0,3,8,2,1,2,0,2184,2017,0,0,25,16,0,41
"G1800570","1830","Indiana","180","Hamilton","0570","Hamilton",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,922,834,0,0,1,0,0,1
"G1800590","1830","Indiana","180","Hancock","0590","Hancock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,710,0,0,0,0,0,0
"G1800610","1830","Indiana","180","Harrison","0610","Harrison",0,0,0,0,0,0,0,0,0,0,0,0,23,16,18,6,2,0,18,20,9,5,6,0,5056,5094,0,0,65,58,0,123
"G1800630","1830","Indiana","180","Hendricks","0630","Hendricks",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2000,1970,0,0,3,2,0,5
"G1800650","1830","Indiana","180","Henry","0650","Henry",0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,2,1,0,7,7,1,1,1,0,3315,3141,0,0,24,17,0,41
"G1800710","1830","Indiana","180","Jackson","0710","Jackson",0,0,0,0,0,0,0,0,0,0,0,0,16,18,11,7,8,1,14,23,9,9,4,0,2476,2274,0,0,61,59,0,120
"G1800770","1830","Indiana","180","Jefferson","0770","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,42,29,11,26,14,0,44,32,15,14,13,0,5779,5446,0,0,122,118,0,240
"G1800790","1830","Indiana","180","Jennings","0790","Jennings",0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,3,1,0,13,10,3,5,0,0,2009,1907,0,0,27,31,0,58
"G1800810","1830","Indiana","180","Johnson","0810","Johnson",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,2104,1909,0,0,3,3,0,6
"G1800830","1830","Indiana","180","Knox","0830","Knox",0,0,0,0,0,0,0,0,0,0,0,0,64,65,34,39,18,10,66,62,40,34,13,2,3274,2804,0,0,230,217,0,447
"G1800930","1830","Indiana","180","Lawrence","0930","Lawrence",0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,3,2,0,10,18,0,2,0,0,4764,4411,0,0,29,30,0,59
"G1800950","1830","Indiana","180","Madison","0950","Madison",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,2,1,0,1,0,1141,1086,0,0,3,8,0,11
"G1800970","1830","Indiana","180","Marion","0970","Marion",0,0,0,0,0,0,0,0,0,0,0,0,9,14,4,4,6,0,11,9,7,7,2,0,3660,3459,0,0,37,36,0,73
"G1801010","1830","Indiana","180","Martin","1010","Martin",0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,0,1,0,0,0,1049,950,0,0,8,3,0,11
"G1801050","1830","Indiana","180","Monroe","1050","Monroe",0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,4,1,0,17,11,11,2,0,0,3354,3153,0,0,29,41,0,70
"G1801070","1830","Indiana","180","Montgomery","1070","Montgomery",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,3818,3490,0,0,2,7,0,9
"G1801090","1830","Indiana","180","Morgan","1090","Morgan",0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,2,0,0,3,4,6,3,1,0,2915,2647,0,0,14,17,0,31
"G1801170","1830","Indiana","180","Orange","1170","Orange",0,0,0,0,0,0,0,1,0,0,0,0,22,20,8,10,6,0,20,17,12,5,4,0,3944,3832,0,1,66,58,1,124
"G1801190","1830","Indiana","180","Owen","1190","Owen",0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,1,0,6,1,3,1,0,1,2094,1898,0,0,13,12,0,25
"G1801210","1830","Indiana","180","Parke","1210","Parke",0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,1,5,0,1,1,0,3900,3619,0,0,8,8,0,16
"G1801230","1830","Indiana","180","Perry","1230","Perry",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,1,2,1,2,0,0,1739,1617,0,0,7,6,0,13
"G1801250","1830","Indiana","180","Pike","1250","Pike",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,3,1,1,2,0,0,1271,1190,0,0,7,7,0,14
"G1801290","1830","Indiana","180","Posey","1290","Posey",0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,1,0,3,3,6,0,1,0,3435,3088,0,0,13,13,0,26
"G1801330","1830","Indiana","180","Putnam","1330","Putnam",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,4291,3965,0,0,3,3,0,6
"G1801350","1830","Indiana","180","Randolph","1350","Randolph",0,0,0,0,0,0,0,0,0,0,0,0,26,21,9,6,4,0,26,19,6,6,0,0,1956,1833,0,0,66,57,0,123
"G1801370","1830","Indiana","180","Ripley","1370","Ripley",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0,1,0,0,0,2041,1940,0,0,6,2,0,8
"G1801390","1830","Indiana","180","Rush","1390","Rush",0,0,0,0,0,0,0,0,0,0,0,0,19,15,16,4,1,0,20,20,5,4,3,0,4985,4615,0,0,55,52,0,107
"G1801410","1830","Indiana","180","St Joseph","1410","St Joseph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,126,0,0,0,0,0,0
"G1801430","1830","Indiana","180","Scott","1430","Scott",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,5,1,0,2,0,1584,1493,0,0,6,9,0,15
"G1801450","1830","Indiana","180","Shelby","1450","Shelby",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,3237,3050,0,0,3,5,0,8
"G1801470","1830","Indiana","180","Spencer","1470","Spencer",0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,2,0,3,0,1,0,1676,1506,0,0,8,6,0,14
"G1801530","1830","Indiana","180","Sullivan","1530","Sullivan",0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,1,0,3,7,6,4,3,0,2385,2206,0,0,16,23,0,39
"G1801550","1830","Indiana","180","Switzerland","1550","Switzerland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,3,1,0,1,0,3629,3386,0,0,3,10,0,13
"G1801570","1830","Indiana","180","Tippecanoe","1570","Tippecanoe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3809,3378,0,0,0,0,0,0
"G1801610","1830","Indiana","180","Union","1610","Union",0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,6,0,0,10,16,4,6,2,0,3995,3872,0,0,39,38,0,77
"G1801630","1830","Indiana","180","Vanderburgh","1630","Vanderburgh",0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,2,0,0,13,8,4,2,0,0,1328,1235,0,0,21,27,0,48
"G1801650","1830","Indiana","180","Vermillion","1650","Vermillion",0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,1,2,3,1,1,0,3001,2672,0,0,11,8,0,19
