GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABX001,ABX002,ABX003,ABX004,ABX005,ABX006,ABX007,ABX008,ABX009,ABX010,ABX011,ABX012,ABX013,ABX014,ABX015,ABX016,ABX017,ABX018,ABX019,ABX020,ABX021,ABX022,ABX023,ABX024,ABO001,ABO002,ABO003,ABO004,ABO005,ABO006,ABQ001,ABQ002
"G2400310","1830","Maryland","240","Montgomery","0310","Montgomery",1158,1085,542,409,164,3,1121,944,499,346,174,2,218,158,78,69,64,1,222,157,97,108,93,1,7242,4861,3361,3086,588,678,6447,1266
"G2400330","1830","Maryland","240","Prince Georges","0330","Prince Georges",2149,1601,985,745,375,2,2102,1657,988,637,340,4,223,131,74,88,69,1,212,144,91,83,85,1,3768,3919,5857,5728,586,616,11585,1202
"G2400350","1830","Maryland","240","Queen Anne's","0350","Queen Anne's",880,931,396,229,93,1,786,811,384,228,130,3,488,332,155,231,153,3,511,324,218,272,174,5,3398,3261,2530,2342,1362,1504,4872,2866
"G2400370","1830","Maryland","240","St Mary's","0370","St Mary's",1069,931,541,414,196,2,1046,879,505,398,197,5,217,166,90,98,56,1,175,147,92,96,40,1,3066,3031,3153,3030,628,551,6183,1179
"G2400390","1830","Maryland","240","Somerset","0390","Somerset",1105,1052,559,523,307,4,1045,896,490,359,214,2,370,248,139,147,145,2,339,298,224,171,156,0,5576,5795,3550,3006,1051,1188,6556,2239
"G2400410","1830","Maryland","240","Talbot","0410","Talbot",726,785,370,195,92,0,652,703,312,218,117,3,455,284,163,207,91,8,394,333,212,208,117,11,3185,3106,2168,2005,1208,1275,4173,2483
"G2400430","1830","Maryland","240","Washington","0430","Washington",510,545,300,164,63,2,478,454,213,140,40,0,199,116,85,88,54,0,173,118,100,82,64,3,10905,10372,1584,1325,542,540,2909,1082
"G2400470","1830","Maryland","240","Worcester","0470","Worcester",668,832,319,248,134,4,622,634,274,189,103,5,447,264,128,168,136,1,452,294,224,181,133,2,5832,5979,2205,1827,1144,1286,4032,2430
"G2405100","1830","Maryland","240","Baltimore City","5100","Baltimore City",440,685,328,162,41,2,460,1123,513,269,92,5,1805,1522,1379,1074,367,18,1815,2586,2079,1421,693,31,30025,31685,1658,2462,6165,8625,4120,14790
"G2500010","1830","Massachusetts","250","Barnstable","0010","Barnstable",0,0,0,0,0,0,0,0,0,0,0,0,18,37,8,7,8,0,15,42,12,11,10,0,13999,14347,0,0,78,90,0,168
"G2500030","1830","Massachusetts","250","Berkshire","0030","Berkshire",0,0,0,0,0,0,0,0,0,0,0,0,156,118,82,86,42,0,142,136,105,73,50,1,18308,18536,0,0,484,507,0,991
"G2500050","1830","Massachusetts","250","Bristol","0050","Bristol",0,0,0,0,0,0,0,0,0,0,0,0,118,141,105,77,24,0,106,115,103,85,53,1,23511,25153,0,0,465,463,0,928
"G2500070","1830","Massachusetts","250","Dukes","0070","Dukes",0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,10,5,0,4,6,5,2,4,0,1701,1768,0,0,27,21,0,48
"G2500090","1830","Massachusetts","250","Essex","0090","Essex",0,0,0,0,0,0,0,0,0,0,0,1,54,68,48,41,31,0,58,51,52,67,51,1,39393,42943,0,1,242,280,1,522
"G2500110","1830","Massachusetts","250","Franklin","0110","Franklin",0,0,0,0,0,0,0,0,0,0,0,0,29,14,14,20,8,0,26,22,9,13,2,34,14559,14751,0,0,85,106,0,191
"G2500130","1830","Massachusetts","250","Hampden","0130","Hampden",0,0,0,0,0,0,0,0,0,0,0,0,50,42,27,33,21,1,44,43,33,31,22,0,15290,16002,0,0,174,173,0,347
"G2500150","1830","Massachusetts","250","Hampshire","0150","Hampshire",0,0,0,0,0,0,0,0,0,0,0,0,34,35,14,14,12,1,30,36,22,15,11,1,15002,15027,0,0,110,115,0,225
"G2500170","1830","Massachusetts","250","Middlesex","0170","Middlesex",0,0,0,0,0,0,0,0,0,0,0,0,56,86,55,42,24,0,59,71,53,43,28,0,38089,39355,0,0,263,254,0,517
"G2500190","1830","Massachusetts","250","Nantucket","0190","Nantucket",0,0,0,0,0,0,0,0,0,0,0,0,22,41,33,26,10,0,31,40,44,22,10,0,3339,3584,0,0,132,147,0,279
"G2500210","1830","Massachusetts","250","Norfolk","0210","Norfolk",0,0,0,0,0,0,0,0,0,0,0,0,13,17,11,13,15,0,15,22,20,21,22,0,20456,21347,0,0,69,100,0,169
"G2500230","1830","Massachusetts","250","Plymouth","0230","Plymouth",0,0,0,0,0,0,0,0,0,0,0,0,38,61,32,32,29,2,41,57,44,35,40,0,20898,21735,0,0,194,217,0,411
"G2500250","1830","Massachusetts","250","Suffolk","0250","Suffolk",0,0,0,0,0,0,0,0,0,0,0,0,178,173,250,209,60,0,194,259,278,210,71,1,28587,31693,0,0,870,1013,0,1883
"G2500270","1830","Massachusetts","250","Worcester","0270","Worcester",0,0,0,0,0,0,0,0,0,0,0,0,38,52,31,19,25,0,47,67,35,33,22,0,41553,42433,0,0,165,204,0,369
"G2650025","1830","Michigan Territory","265","Berrien","0025","Berrien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,203,120,0,0,2,0,0,2
"G2650035","1830","Michigan Territory","265","Brown","0035","Brown",0,1,0,0,0,0,0,1,0,0,0,0,1,1,5,2,0,0,0,0,1,0,0,0,935,409,1,1,9,1,2,10
"G2650055","1830","Michigan Territory","265","Cass","0055","Cass",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,504,414,0,0,1,0,0,1
"G2650075","1830","Michigan Territory","265","Chippewa","0075","Chippewa",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,447,177,0,0,2,0,0,2
"G2650095","1830","Michigan Territory","265","Crawford","0095","Crawford",0,2,2,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,2,0,0,0,520,160,4,2,4,2,6,6
"G2650175","1830","Michigan Territory","265","Iowa","0175","Iowa",2,4,9,1,1,0,1,1,3,1,0,0,3,4,2,1,0,0,2,1,2,1,1,0,1051,496,17,6,10,7,23,17
"G2650195","1830","Michigan Territory","265","Lenawee","0195","Lenawee",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,835,655,0,0,1,0,0,1
"G2650215","1830","Michigan Territory","265","Macomb","0215","Macomb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1325,1087,0,0,1,0,0,1
"G2650235","1830","Michigan Territory","265","Michilimackinac","0235","Michilimackinac",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,568,303,0,0,3,3,0,6
"G2650255","1830","Michigan Territory","265","Monroe","0255","Monroe",0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,4,3,2,1,0,0,1700,1469,0,0,8,10,0,18
"G2650275","1830","Michigan Territory","265","Oakland","0275","Oakland",0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,1,0,0,0,1,2,0,0,0,2709,2183,0,1,15,3,1,18
"G2650295","1830","Michigan Territory","265","St Clair","0295","St Clair",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,663,449,0,0,2,0,0,2
"G2650315","1830","Michigan Territory","265","St Joseph","0315","St Joseph",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,765,545,0,0,3,0,0,3
"G2650335","1830","Michigan Territory","265","Van Buren","0335","Van Buren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"G2650355","1830","Michigan Territory","265","Washtenaw","0355","Washtenaw",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,1,0,2261,1774,0,0,5,2,0,7
"G2650375","1830","Michigan Territory","265","Wayne","0375","Wayne",0,0,0,0,0,0,0,0,0,0,0,0,15,24,26,22,6,0,14,28,17,13,2,0,3679,2935,0,0,93,74,0,167
"G2800010","1830","Mississippi","280","Adams","0010","Adams",1557,1648,1452,734,218,3,1570,1653,1347,637,121,2,22,24,11,9,6,0,19,13,14,16,1,0,2139,1721,5612,5330,72,63,10942,135
"G2800050","1830","Mississippi","280","Amite","0050","Amite",810,607,384,225,48,0,704,642,414,215,38,2,7,8,4,2,2,0,2,3,0,1,0,0,2129,1687,2074,2015,23,6,4089,29
"G2800210","1830","Mississippi","280","Claiborne","0210","Claiborne",829,1080,736,303,61,2,848,1120,752,351,76,7,9,12,6,5,3,0,10,7,4,4,3,0,2025,1534,3011,3154,35,28,6165,63
"G2800290","1830","Mississippi","280","Copiah","0290","Copiah",336,291,151,60,16,0,341,329,169,49,12,0,0,0,3,4,1,0,0,0,0,1,0,0,2804,2434,854,900,8,1,1754,9
"G2800310","1830","Mississippi","280","Covington","0310","Covington",129,125,51,35,2,0,135,133,59,25,5,1,0,0,0,1,0,0,1,0,0,0,0,0,970,879,342,358,1,1,700,2
"G2800370","1830","Mississippi","280","Franklin","0370","Franklin",383,372,228,97,25,0,410,352,229,96,15,0,1,0,0,0,0,0,0,0,1,1,0,0,1299,1113,1105,1102,1,2,2207,3
"G2800410","1830","Mississippi","280","Greene","0410","Greene",123,85,31,18,7,1,107,84,60,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,711,605,265,273,0,0,538,0
"G2800450","1830","Mississippi","280","Hancock","0450","Hancock",98,90,55,28,14,0,88,99,61,18,2,0,10,6,5,6,2,1,9,11,6,6,2,0,705,640,285,268,30,34,553,64
"G2800490","1830","Mississippi","280","Hinds","0490","Hinds",593,561,312,117,25,0,633,578,262,111,20,0,0,2,4,0,1,0,3,1,1,2,0,0,2967,2452,1608,1604,7,7,3212,14
"G2800590","1830","Mississippi","280","Jackson","0590","Jackson",73,54,23,23,9,0,84,77,37,14,6,0,4,8,2,1,0,0,8,4,5,6,1,0,723,630,182,218,15,24,400,39
"G2800630","1830","Mississippi","280","Jefferson","0630","Jefferson",1124,1128,772,363,72,5,1070,1088,699,316,61,2,3,1,0,4,1,0,2,2,3,1,0,0,1679,1359,3464,3236,9,8,6700,17
"G2800670","1830","Mississippi","280","Jones","0670","Jones",31,25,7,7,1,1,30,35,15,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,672,637,72,89,1,0,161,1
"G2800770","1830","Mississippi","280","Lawrence","0770","Lawrence",363,315,144,78,22,0,309,293,186,74,23,0,1,1,4,0,0,0,1,0,0,2,0,0,1898,1579,922,885,6,3,1807,9
"G2800870","1830","Mississippi","280","Lowndes","0870","Lowndes",210,175,98,49,10,0,199,155,112,51,5,0,1,0,0,1,0,0,1,0,0,1,1,0,1126,978,542,522,2,3,1064,5
"G2800890","1830","Mississippi","280","Madison","0890","Madison",365,415,210,109,12,0,358,382,234,68,14,0,8,4,1,1,0,0,2,4,3,2,0,0,1547,1234,1111,1056,14,11,2167,25
"G2800910","1830","Mississippi","280","Marion","0910","Marion",364,242,145,92,26,6,324,245,168,73,28,2,2,2,0,0,0,0,1,0,0,1,0,0,1080,890,875,840,4,2,1715,6
"G2800950","1830","Mississippi","280","Monroe","0950","Monroe",180,155,65,36,12,1,209,145,89,39,12,0,3,3,2,0,0,0,2,1,1,1,1,0,1580,1324,449,494,8,6,943,14
"G2801110","1830","Mississippi","280","Perry","1110","Perry",169,138,53,44,5,0,158,145,75,25,6,2,3,2,0,1,1,0,4,2,0,2,0,0,723,742,409,411,7,8,820,15
"G2801130","1830","Mississippi","280","Pike","1130","Pike",320,262,130,55,15,0,309,281,137,75,18,0,1,2,0,0,0,0,0,0,0,0,0,0,2038,1759,782,820,3,0,1602,3
"G2801210","1830","Mississippi","280","Rankin","1210","Rankin",74,77,13,13,3,0,75,76,36,16,3,0,0,0,0,1,0,0,1,0,0,0,0,0,895,800,180,206,1,1,386,2
"G2801270","1830","Mississippi","280","Simpson","1270","Simpson",120,101,60,17,4,0,123,129,72,28,6,0,1,1,2,0,0,0,2,0,0,0,0,0,1088,926,302,358,4,2,660,6
"G2801490","1830","Mississippi","280","Warren","1490","Warren",704,797,526,243,58,0,699,762,451,197,46,0,2,2,8,2,1,0,1,1,3,1,1,0,1891,1465,2328,2155,15,7,4483,22
"G2801510","1830","Mississippi","280","Washington","1510","Washington",159,212,160,68,10,1,152,225,133,59,5,0,0,1,1,1,0,0,2,1,1,0,0,0,455,330,610,574,3,4,1184,7
"G2801530","1830","Mississippi","280","Wayne","1530","Wayne",225,170,89,51,27,0,173,171,86,62,22,0,0,0,0,0,0,0,0,1,0,0,0,0,897,807,562,514,0,1,1076,1
"G2801570","1830","Mississippi","280","Wilkinson","1570","Wilkinson",1294,1239,792,459,128,2,1325,1224,836,442,118,2,3,2,4,4,4,0,1,0,3,1,4,0,2093,1706,3914,3947,17,9,7861,26
"G2801630","1830","Mississippi","280","Yazoo","1630","Yazoo",404,429,260,131,15,0,427,418,264,104,18,0,0,1,1,0,0,0,0,0,0,0,0,0,2332,1746,1239,1231,2,0,2470,2
"G2900190","1830","Missouri","290","Boone","0190","Boone",399,337,140,64,14,0,364,343,170,84,8,0,0,0,0,1,0,0,0,0,0,0,0,0,3633,3302,954,969,1,0,1923,1
"G2900270","1830","Missouri","290","Callaway","0270","Callaway",261,282,114,53,8,0,281,294,107,49,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2505,2197,718,738,0,1,1456,1
"G2900310","1830","Missouri","290","Cape Girardeau","0310","Cape Girardeau",212,184,96,42,10,0,176,141,96,53,16,0,4,2,2,1,1,0,3,5,1,2,0,0,3329,3069,544,482,10,11,1026,21
"G2900410","1830","Missouri","290","Chariton","0410","Chariton",56,38,24,8,2,3,74,51,33,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,774,705,131,170,0,0,301,0
"G2900470","1830","Missouri","290","Clay","0470","Clay",190,170,52,17,3,0,174,206,64,5,1,0,0,4,0,1,0,0,4,4,0,0,0,0,2355,2088,432,450,5,8,882,13
"G2900510","1830","Missouri","290","Cole","0510","Cole",68,50,20,10,1,0,52,57,27,10,5,0,2,1,0,0,0,0,1,1,0,0,0,0,1413,1305,149,151,3,2,300,5
"G2900530","1830","Missouri","290","Cooper","0530","Cooper",187,183,80,36,8,0,205,169,94,45,14,0,2,2,1,0,1,0,0,0,1,0,0,0,3077,2799,494,527,6,1,1021,7
"G2900550","1830","Missouri","290","Crawford","0550","Crawford",8,15,11,1,0,0,11,9,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,911,736,35,29,1,0,64,1
"G2900710","1830","Missouri","290","Franklin","0710","Franklin",81,57,26,11,6,0,68,75,35,21,6,0,8,1,0,2,0,0,0,0,1,1,1,0,1627,1457,181,205,11,3,386,14
"G2900730","1830","Missouri","290","Gasconade","0730","Gasconade",30,22,12,6,2,0,19,24,14,6,2,0,4,2,1,0,0,0,0,0,0,0,0,0,756,645,72,65,7,0,137,7
"G2900890","1830","Missouri","290","Howard","0890","Howard",551,448,204,90,15,1,510,470,243,99,15,0,5,4,8,2,3,0,5,0,1,3,0,0,4334,3843,1309,1337,22,9,2646,31
"G2900950","1830","Missouri","290","Jackson","0950","Jackson",41,36,9,7,0,0,41,38,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,1241,93,100,0,0,193,0
"G2900990","1830","Missouri","290","Jefferson","0990","Jefferson",44,42,28,14,0,0,35,42,13,16,2,0,0,1,1,3,3,0,0,0,0,2,2,0,1231,1113,128,108,8,4,236,12
"G2901070","1830","Missouri","290","Lafayette","1070","Lafayette",74,80,32,12,2,0,77,91,37,22,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1295,1186,200,229,0,2,429,2
"G2901130","1830","Missouri","290","Lincoln","1130","Lincoln",164,128,53,13,5,0,148,138,73,25,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1765,1541,363,387,2,1,750,3
"G2901230","1830","Missouri","290","Madison","1230","Madison",64,61,33,21,6,0,80,86,34,24,1,0,3,7,1,1,1,0,4,3,1,2,2,0,1005,931,185,225,13,12,410,25
"G2901270","1830","Missouri","290","Marion","1270","Marion",253,284,94,32,9,0,221,289,105,35,5,0,1,1,1,1,0,0,0,0,0,0,0,0,1923,1583,672,655,4,0,1327,4
"G2901390","1830","Missouri","290","Montgomery","1390","Montgomery",111,94,52,27,2,0,118,113,51,31,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1732,1564,286,319,0,1,605,1
"G2901430","1830","Missouri","290","New Madrid","1430","New Madrid",103,66,48,22,12,0,82,65,50,14,9,0,0,0,1,0,0,0,1,0,1,1,0,0,1006,869,251,220,1,3,471,4
"G2901570","1830","Missouri","290","Perry","1570","Perry",96,103,36,30,5,0,93,102,39,20,12,0,0,0,1,1,0,0,0,0,0,0,1,0,1527,1283,270,266,2,1,536,3
"G2901630","1830","Missouri","290","Pike","1630","Pike",226,207,68,43,6,0,243,243,103,44,10,0,0,3,1,0,0,0,0,0,0,0,0,0,2588,2344,550,643,4,0,1193,4
"G2901730","1830","Missouri","290","Ralls","1730","Ralls",203,135,52,24,1,0,164,150,62,44,4,0,0,3,0,4,0,0,0,0,0,0,1,0,1886,1642,415,424,7,1,839,8
"G2901750","1830","Missouri","290","Randolph","1750","Randolph",109,87,31,22,2,0,94,89,41,15,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1253,1194,251,242,1,1,493,2
"G2901770","1830","Missouri","290","Ray","1770","Ray",28,33,13,3,0,0,30,36,15,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1318,1169,77,89,2,2,166,4
"G2901830","1830","Missouri","290","St Charles","1830","St Charles",198,160,76,38,4,0,178,167,96,30,4,0,11,6,0,1,1,0,5,2,3,2,1,0,1753,1584,476,475,19,13,951,32
"G2901860","1830","Missouri","290","Ste Genevieve","1860","Ste Genevieve",85,86,44,40,14,0,78,81,39,40,15,1,8,7,4,6,2,0,4,4,5,5,5,1,874,738,269,254,27,24,523,51
"G2901870","1830","Missouri","290","St Francois","1870","St Francois",90,58,40,21,4,0,87,66,40,12,5,0,1,1,0,1,0,0,4,6,0,1,0,0,1036,893,213,210,3,11,423,14
"G2901890","1830","Missouri","290","St Louis","1890","St Louis",442,492,285,107,39,0,442,516,291,152,30,0,21,22,13,18,6,0,33,32,25,34,14,2,6424,4685,1365,1431,80,140,2796,220
"G2901950","1830","Missouri","290","Saline","1950","Saline",133,115,87,31,7,0,124,127,51,22,9,0,2,5,4,4,0,0,2,2,3,3,1,0,1160,981,373,333,15,11,706,26
"G2902010","1830","Missouri","290","Scott","2010","Scott",65,61,23,13,3,0,76,79,26,11,4,1,2,0,0,0,0,1,4,0,1,0,1,0,957,808,165,197,3,6,362,9
"G2902210","1830","Missouri","290","Washington","2210","Washington",216,188,152,56,16,9,193,190,88,47,12,1,9,0,4,6,0,2,4,1,1,5,2,0,3034,2548,637,531,21,13,1168,34
"G2902230","1830","Missouri","290","Wayne","2230","Wayne",84,62,23,9,2,1,73,58,39,16,4,1,3,1,0,2,0,0,0,1,0,2,1,0,1535,1347,181,191,6,4,372,10
"G3300050","1830","New Hampshire","330","Cheshire","0050","Cheshire",0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,3,3,0,3,13,2,3,2,0,13376,13597,0,0,20,23,0,43
"G3300070","1830","New Hampshire","330","Coos","0070","Coos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,0,1,0,4201,4179,0,0,2,6,0,8
"G3300090","1830","New Hampshire","330","Grafton","0090","Grafton",0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,0,0,3,5,4,2,2,0,19254,19399,0,0,13,16,0,29
"G3300110","1830","New Hampshire","330","Hillsborough","0110","Hillsborough",0,0,0,0,0,0,0,0,0,0,0,0,14,18,10,5,8,0,14,19,9,11,7,0,18190,19419,0,0,55,60,0,115
"G3300130","1830","New Hampshire","330","Merrimack","0130","Merrimack",0,0,0,0,0,0,0,0,0,0,0,0,16,18,8,11,7,0,12,26,10,12,6,0,16923,17565,0,0,60,66,0,126
"G3300150","1830","New Hampshire","330","Rockingham","0150","Rockingham",0,0,0,0,0,0,0,0,2,1,0,0,22,19,21,14,10,1,14,25,17,22,18,2,21248,22889,0,3,87,98,3,185
"G3300170","1830","New Hampshire","330","Strafford","0170","Strafford",0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,9,4,0,15,5,5,10,7,0,28185,30655,0,0,28,42,0,70
"G3300190","1830","New Hampshire","330","Sullivan","0190","Sullivan",0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,5,3,5,3,2,0,9807,9834,0,0,10,18,0,28
"G3400030","1830","New Jersey","340","Bergen","0030","Bergen",0,3,102,120,79,0,3,2,79,110,86,0,413,409,136,64,38,0,341,302,97,58,36,0,10300,9634,304,280,1060,834,584,1894
"G3400050","1830","New Jersey","340","Burlington","0050","Burlington",0,0,4,2,1,0,1,2,7,5,1,0,190,203,139,108,54,0,199,195,105,103,58,1,14710,15019,7,16,694,661,23,1355
"G3400090","1830","New Jersey","340","Cape May","0090","Cape May",0,1,2,0,0,0,0,0,0,0,0,0,32,35,21,18,12,0,23,33,16,19,16,0,2400,2308,3,0,118,107,3,225
"G3400110","1830","New Jersey","340","Cumberland","0110","Cumberland",0,0,0,0,0,0,0,0,0,2,0,0,123,121,81,81,24,1,122,88,70,57,18,0,6723,6582,0,2,431,355,2,786
"G3400130","1830","New Jersey","340","Essex","0130","Essex",0,2,36,40,29,0,0,0,36,41,34,0,291,297,162,134,36,1,272,360,174,159,53,0,20242,19512,107,111,921,1018,218,1939
"G3400150","1830","New Jersey","340","Gloucester","0150","Gloucester",0,0,0,0,0,0,0,0,0,3,1,0,228,172,174,179,81,1,203,175,161,118,56,1,13916,12962,0,4,835,714,4,1549
"G3400190","1830","New Jersey","340","Hunterdon","0190","Hunterdon",0,0,33,25,18,1,0,3,39,36,17,0,266,314,138,104,47,0,279,299,165,113,45,0,14465,14653,77,95,869,901,172,1770
"G3400230","1830","New Jersey","340","Middlesex","0230","Middlesex",0,0,53,45,32,0,0,1,70,67,38,3,297,319,119,112,55,2,258,333,136,113,72,2,10543,10487,130,179,904,914,309,1818
"G3400250","1830","New Jersey","340","Monmouth","0250","Monmouth",0,0,45,32,20,0,1,1,53,45,29,1,385,382,119,129,79,0,336,306,137,130,69,0,13800,13134,97,130,1094,978,227,2072
"G3400270","1830","New Jersey","340","Morris","0270","Morris",1,2,30,28,15,1,0,4,44,26,14,0,132,182,55,50,17,2,117,134,48,44,21,0,11619,11080,77,88,438,364,165,802
"G3400330","1830","New Jersey","340","Salem","0330","Salem",0,0,1,0,0,0,0,0,0,0,0,0,216,243,146,101,67,0,209,158,140,83,48,0,6443,6300,1,0,773,638,1,1411
"G3400350","1830","New Jersey","340","Somerset","0350","Somerset",0,1,71,81,60,1,0,1,78,98,57,0,312,408,107,73,45,0,325,366,115,70,37,1,7665,7717,214,234,945,914,448,1859
"G3400370","1830","New Jersey","340","Sussex","0370","Sussex",0,0,11,5,5,0,0,1,9,14,6,0,65,86,27,19,9,0,69,69,26,20,11,0,10240,9654,21,30,206,195,51,401
"G3400410","1830","New Jersey","340","Warren","0410","Warren",4,3,7,5,2,0,3,5,9,4,5,0,83,63,34,24,9,0,58,72,38,26,14,1,9463,8695,21,26,213,209,47,422
"G3600010","1830","New York","360","Albany","0010","Albany",2,0,0,0,0,0,0,0,0,0,0,0,169,167,165,131,60,1,179,246,201,161,110,3,26253,25672,2,0,693,900,2,1593
"G3600030","1830","New York","360","Allegany","0030","Allegany",0,0,0,0,0,0,0,0,0,0,0,0,15,11,9,6,4,0,12,9,7,4,2,0,13422,12775,0,0,45,34,0,79
"G3600070","1830","New York","360","Broome","0070","Broome",0,0,0,0,0,0,0,0,0,0,0,0,16,12,8,4,4,0,15,18,13,6,0,0,9019,8464,0,0,44,52,0,96
"G3600090","1830","New York","360","Cattaraugus","0090","Cattaraugus",0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,2,1,0,4,2,0,1,0,0,8836,7867,0,0,14,7,0,21
"G3600110","1830","New York","360","Cayuga","0110","Cayuga",0,0,0,0,0,0,0,0,0,0,0,0,51,61,46,45,8,0,40,57,30,25,6,0,24466,23113,0,0,211,158,0,369
"G3600130","1830","New York","360","Chautauqua","0130","Chautauqua",0,0,0,0,0,0,0,0,0,0,0,0,11,16,9,6,6,0,19,18,9,1,5,0,18085,16486,0,0,48,52,0,100
"G3600170","1830","New York","360","Chenango","0170","Chenango",0,0,0,1,0,1,0,0,0,0,0,1,38,42,17,18,9,1,36,61,16,19,8,1,18669,18300,2,1,125,141,3,266
"G3600190","1830","New York","360","Clinton","0190","Clinton",0,0,0,0,0,0,0,0,0,0,0,0,11,13,7,6,3,0,12,14,6,9,1,0,10030,9232,0,0,40,42,0,82
"G3600210","1830","New York","360","Columbia","0210","Columbia",0,0,0,0,0,0,0,0,0,0,0,0,191,243,132,132,76,0,189,224,151,145,88,11,19328,18997,0,0,774,808,0,1582
"G3600230","1830","New York","360","Cortland","0230","Cortland",0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,3,1,0,2,9,6,0,3,0,12009,11744,0,0,18,20,0,38
"G3600250","1830","New York","360","Delaware","0250","Delaware",0,0,0,0,0,0,0,0,0,0,0,0,34,33,18,20,6,0,22,25,22,17,6,0,16780,16041,0,0,111,92,0,203
"G3600270","1830","New York","360","Dutchess","0270","Dutchess",0,0,0,0,0,0,0,0,0,0,0,0,343,375,211,178,108,0,351,365,225,201,125,4,24365,24075,0,0,1215,1271,0,2486
"G3600290","1830","New York","360","Erie","0290","Erie",0,0,0,0,0,0,0,0,0,0,0,0,32,32,48,17,9,0,21,41,29,11,3,0,18891,16585,0,0,138,105,0,243
"G3600310","1830","New York","360","Essex","0310","Essex",0,0,0,0,0,0,0,0,0,0,0,0,9,14,7,4,1,0,9,9,4,2,1,0,9987,9240,0,0,35,25,0,60
"G3600330","1830","New York","360","Franklin","0330","Franklin",0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,0,4,4,1,2,1,0,5797,5491,0,0,12,12,0,24
"G3600370","1830","New York","360","Genesee","0370","Genesee",0,0,0,0,0,0,0,0,0,0,0,0,9,22,11,9,1,0,11,15,6,6,2,0,26821,25234,0,0,52,40,0,92
"G3600390","1830","New York","360","Greene","0390","Greene",0,0,0,0,0,0,0,0,0,0,0,0,166,143,89,59,47,0,148,117,105,68,52,0,14589,13942,0,0,504,490,0,994
"G3600410","1830","New York","360","Hamilton","0410","Hamilton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,671,653,0,0,0,1,0,1
"G3600430","1830","New York","360","Herkimer","0430","Herkimer",0,0,0,0,0,0,0,0,0,0,0,0,59,50,30,25,8,0,58,60,26,27,8,1,18052,17466,0,0,172,180,0,352
"G3600450","1830","New York","360","Jefferson","0450","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,21,18,17,6,3,0,24,18,18,8,6,0,25112,23242,0,0,65,74,0,139
"G3600470","1830","New York","360","Kings","0470","Kings",0,0,0,0,0,0,0,0,0,0,0,0,224,250,246,177,68,1,250,300,229,165,95,2,9329,9199,0,0,966,1041,0,2007
"G3600490","1830","New York","360","Lewis","0490","Lewis",0,0,0,0,0,0,0,0,0,0,0,0,14,11,9,6,1,0,20,6,10,5,1,0,7881,7275,0,0,41,42,0,83
"G3600510","1830","New York","360","Livingston","0510","Livingston",0,0,0,0,0,0,0,0,0,0,0,0,25,20,8,9,4,0,20,22,14,8,4,0,14069,13526,0,0,66,68,0,134
