GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024,ACS001,ACS002,ACS003,ACU001,ACU002,ACU003,ACU004
"G3600910","1840","New York","360","Saratoga","0910","Saratoga",84,79,74,44,24,1,78,71,101,60,25,8,0,0,0,0,0,0,0,0,0,0,0,0,39904,649,0,306,343,0,0
"G3600930","1840","New York","360","Schenectady","0930","Schenectady",37,60,43,24,27,0,49,63,41,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,16977,410,0,191,219,0,0
"G3600950","1840","New York","360","Schoharie","0950","Schoharie",58,52,67,52,24,0,65,57,62,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31865,493,0,253,240,0,0
"G3600990","1840","New York","360","Seneca","0990","Seneca",28,33,21,15,3,0,32,23,29,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24675,199,0,100,99,0,0
"G3601010","1840","New York","360","Steuben","1010","Steuben",42,40,25,23,15,0,48,35,30,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45850,288,0,145,143,0,0
"G3601030","1840","New York","360","Suffolk","1030","Suffolk",300,410,198,166,81,0,258,282,201,174,106,1,0,0,0,0,0,0,0,0,0,0,0,0,30292,2177,0,1155,1022,0,0
"G3601050","1840","New York","360","Sullivan","1050","Sullivan",12,13,5,6,4,0,8,17,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15549,80,0,40,40,0,0
"G3601070","1840","New York","360","Tioga","1070","Tioga",22,41,15,11,3,0,22,17,17,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20365,162,0,92,70,0,0
"G3601090","1840","New York","360","Tompkins","1090","Tompkins",30,54,28,10,12,0,26,46,23,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37695,253,0,134,119,0,0
"G3601110","1840","New York","360","Ulster","1110","Ulster",238,279,141,124,65,7,265,304,149,140,89,3,0,0,0,0,0,0,0,0,0,0,0,0,44018,1804,0,854,950,0,0
"G3601130","1840","New York","360","Warren","1130","Warren",7,1,5,2,3,0,0,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13390,32,0,18,14,0,0
"G3601150","1840","New York","360","Washington","1150","Washington",30,41,35,24,8,0,29,33,29,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40808,272,0,138,134,0,0
"G3601170","1840","New York","360","Wayne","1170","Wayne",40,33,14,22,7,0,26,33,21,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41835,222,0,116,106,0,0
"G3601190","1840","New York","360","Westchester","1190","Westchester",272,421,313,212,70,0,272,239,229,192,78,2,0,0,0,0,0,0,0,0,0,0,0,0,46386,2300,0,1288,1012,0,0
"G3601230","1840","New York","360","Yates","1230","Yates",18,25,12,11,3,0,20,20,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20310,134,0,69,65,0,0
"G3700070","1840","North Carolina","370","Anson","0070","Anson",23,31,5,7,6,0,16,23,12,10,7,0,1045,829,400,263,88,0,999,806,481,286,105,2,9633,140,5304,72,68,2625,2679
"G3700090","1840","North Carolina","370","Ashe","0090","Ashe",10,11,7,3,1,0,8,11,5,2,1,0,89,107,32,21,5,0,89,93,36,20,5,0,6911,59,497,32,27,254,243
"G3700130","1840","North Carolina","370","Beaufort","0130","Beaufort",117,112,56,40,22,0,125,89,78,40,23,1,778,712,395,292,170,5,730,644,373,224,148,1,7050,703,4472,347,356,2352,2120
"G3700150","1840","North Carolina","370","Bertie","0150","Bertie",49,43,28,20,14,1,46,30,34,24,13,1,1126,977,552,471,238,5,1134,956,590,418,254,7,5144,303,6728,155,148,3369,3359
"G3700170","1840","North Carolina","370","Bladen","0170","Bladen",58,33,22,13,11,0,59,42,29,21,4,0,637,513,279,205,91,0,637,495,278,187,90,1,4317,292,3413,137,155,1725,1688
"G3700190","1840","North Carolina","370","Brunswick","0190","Brunswick",57,60,25,29,9,0,93,43,31,18,9,0,362,299,189,137,73,0,353,290,239,125,52,0,2772,374,2119,180,194,1060,1059
"G3700210","1840","North Carolina","370","Buncombe","0210","Buncombe",19,12,6,3,0,0,17,16,7,7,0,0,230,186,107,57,11,0,223,198,104,69,14,0,8798,87,1199,40,47,591,608
"G3700230","1840","North Carolina","370","Burke","0230","Burke",57,41,18,11,6,0,50,44,22,12,3,0,645,517,245,131,55,0,624,558,217,164,60,0,12319,264,3216,133,131,1593,1623
"G3700250","1840","North Carolina","370","Cabarrus","0250","Cabarrus",26,18,6,2,0,1,16,22,5,6,1,6,447,362,151,103,47,1,432,314,170,103,49,0,6971,109,2179,53,56,1111,1068
"G3700290","1840","North Carolina","370","Camden","0290","Camden",33,21,15,12,5,0,29,23,5,13,2,0,306,272,137,109,61,0,266,230,134,99,46,1,3844,158,1661,86,72,885,776
"G3700310","1840","North Carolina","370","Carteret","0310","Carteret",16,22,3,10,4,0,20,31,10,16,12,0,258,210,116,63,34,2,246,200,115,80,36,0,5087,144,1360,55,89,683,677
"G3700330","1840","North Carolina","370","Caswell","0330","Caswell",44,59,34,18,12,0,43,48,29,22,17,0,1300,1127,607,395,135,0,1283,1140,581,326,127,3,7343,326,7024,167,159,3564,3460
"G3700370","1840","North Carolina","370","Chatham","0370","Chatham",67,51,26,16,15,1,52,40,17,15,15,2,1019,805,427,265,115,1,1002,854,430,283,113,2,10609,317,5316,176,141,2632,2684
"G3700390","1840","North Carolina","370","Cherokee","0390","Cherokee",5,4,1,1,0,0,4,4,2,1,1,0,36,38,8,9,2,0,43,37,11,14,1,0,3205,23,199,11,12,93,106
"G3700410","1840","North Carolina","370","Chowan","0410","Chowan",12,28,16,7,6,0,19,33,14,12,12,1,528,564,328,283,137,1,513,577,328,279,125,2,2865,160,3665,69,91,1841,1824
"G3700470","1840","North Carolina","370","Columbus","0470","Columbus",7,19,6,1,2,0,6,8,1,4,2,0,227,154,62,42,29,0,231,167,101,47,26,0,2799,56,1086,35,21,514,572
"G3700490","1840","North Carolina","370","Craven","0490","Craven",162,160,74,52,49,0,160,179,114,91,70,1,900,836,470,408,165,2,955,869,516,376,199,6,6624,1112,5702,497,615,2781,2921
"G3700510","1840","North Carolina","370","Cumberland","0510","Cumberland",129,120,69,53,33,0,129,138,79,59,50,3,953,737,425,368,163,4,987,830,469,309,146,1,9030,862,5392,404,458,2650,2742
"G3700530","1840","North Carolina","370","Currituck","0530","Currituck",25,24,7,8,6,0,22,19,16,13,8,1,395,321,198,127,58,3,336,312,174,110,63,3,4454,149,2100,70,79,1102,998
"G3700570","1840","North Carolina","370","Davidson","0570","Davidson",22,20,6,5,9,0,22,14,20,8,5,0,465,387,186,121,52,0,486,405,212,160,64,0,11937,131,2538,62,69,1211,1327
"G3700590","1840","North Carolina","370","Davie","0590","Davie",23,13,9,3,3,1,16,14,2,7,1,0,357,304,130,88,40,0,373,317,141,84,52,2,5594,92,1888,52,40,919,969
"G3700610","1840","North Carolina","370","Duplin","0610","Duplin",65,39,15,18,6,2,49,32,18,11,6,0,932,704,339,269,118,2,879,715,348,259,111,1,6244,261,4677,145,116,2364,2313
"G3700650","1840","North Carolina","370","Edgecombe","0650","Edgecombe",52,44,39,35,9,1,32,51,40,36,15,0,1338,1208,650,459,205,0,1348,1040,622,384,183,2,7915,354,7439,180,174,3860,3579
"G3700690","1840","North Carolina","370","Franklin","0690","Franklin",74,61,38,26,17,0,73,66,44,21,13,0,977,854,461,299,148,0,917,855,407,269,132,1,5227,433,5320,216,217,2739,2581
"G3700730","1840","North Carolina","370","Gates","0730","Gates",72,70,18,23,7,0,55,70,33,27,5,2,611,519,258,224,157,9,709,516,290,202,143,4,4137,382,3642,190,192,1778,1864
"G3700770","1840","North Carolina","370","Granville","0770","Granville",127,122,53,40,24,4,164,119,77,51,20,0,1605,1330,725,442,224,0,1596,1385,686,491,222,1,9309,801,8707,370,431,4326,4381
"G3700790","1840","North Carolina","370","Greene","0790","Greene",58,47,18,8,3,0,40,31,25,13,6,0,538,464,233,183,87,1,561,429,234,163,78,0,3375,249,2971,134,115,1506,1465
"G3700810","1840","North Carolina","370","Guilford","0810","Guilford",113,104,45,33,25,1,95,105,58,37,20,1,492,458,180,118,37,3,496,468,201,132,62,0,15891,637,2647,321,316,1288,1359
"G3700830","1840","North Carolina","370","Halifax","0830","Halifax",309,292,114,117,49,0,301,290,185,129,51,0,1538,1356,847,588,363,14,1574,1402,800,595,325,3,5623,1837,9405,881,956,4706,4699
"G3700870","1840","North Carolina","370","Haywood","0870","Haywood",8,2,1,1,1,1,3,2,0,1,1,0,64,53,38,12,4,0,41,45,27,16,3,1,4650,21,304,14,7,171,133
"G3700890","1840","North Carolina","370","Henderson","0890","Henderson",5,6,4,1,2,0,2,10,0,4,1,0,90,73,51,25,10,0,74,64,45,26,8,0,4628,35,466,18,17,249,217
"G3700910","1840","North Carolina","370","Hertford","0910","Hertford",137,153,56,40,30,0,125,117,71,47,26,0,539,533,301,219,120,0,521,480,278,194,110,3,3384,802,3298,416,386,1712,1586
"G3700950","1840","North Carolina","370","Hyde","0950","Hyde",30,46,43,28,8,0,28,37,14,11,6,0,371,321,234,201,91,1,358,261,185,110,64,1,4009,251,2198,155,96,1219,979
"G3700970","1840","North Carolina","370","Iredell","0970","Iredell",6,7,2,4,2,0,4,6,2,2,3,1,748,619,234,183,67,0,704,589,308,183,79,2,11930,39,3716,21,18,1851,1865
"G3701010","1840","North Carolina","370","Johnston","1010","Johnston",16,23,13,2,4,0,27,24,8,5,5,0,670,493,271,213,94,0,659,539,293,161,80,3,6996,127,3476,58,69,1741,1735
"G3701030","1840","North Carolina","370","Jones","1030","Jones",42,12,15,15,3,0,27,31,19,11,5,0,536,464,194,158,71,0,510,414,230,161,80,0,1947,180,2818,87,93,1423,1395
"G3701070","1840","North Carolina","370","Lenoir","1070","Lenoir",44,47,22,13,5,0,30,35,24,11,4,0,678,538,317,207,82,1,728,548,289,193,99,3,3687,235,3683,131,104,1823,1860
"G3701090","1840","North Carolina","370","Lincoln","1090","Lincoln",29,16,6,3,3,1,17,17,9,11,4,0,969,891,412,294,109,0,967,950,440,254,100,0,19658,116,5386,58,58,2675,2711
"G3701130","1840","North Carolina","370","Macon","1130","Macon",13,6,6,3,0,0,10,11,3,2,1,0,70,60,25,15,3,1,71,68,34,15,6,0,4446,55,368,28,27,174,194
"G3701170","1840","North Carolina","370","Martin","1170","Martin",71,77,23,14,17,0,69,48,34,18,12,0,502,375,213,183,122,0,514,419,222,183,83,0,4438,383,2816,202,181,1395,1421
"G3701190","1840","North Carolina","370","Mecklenburg","1190","Mecklenburg",18,18,8,8,1,0,17,14,10,4,3,0,1198,1062,485,311,123,0,1236,929,546,307,121,4,11850,101,6322,53,48,3179,3143
"G3701230","1840","North Carolina","370","Montgomery","1230","Montgomery",17,12,3,4,5,0,17,3,5,3,2,1,534,359,186,118,51,0,488,377,218,101,55,0,8221,72,2487,41,31,1248,1239
"G3701250","1840","North Carolina","370","Moore","1250","Moore",15,11,4,4,1,0,19,7,9,2,1,0,267,229,110,66,31,0,266,250,139,68,45,1,6443,73,1472,35,38,703,769
"G3701270","1840","North Carolina","370","Nash","1270","Nash",75,90,23,24,5,0,59,71,31,23,8,0,742,557,250,169,97,2,716,542,314,190,117,1,4941,409,3697,217,192,1817,1880
"G3701290","1840","North Carolina","370","New Hanover","1290","New Hanover",106,79,28,24,15,1,89,89,54,40,37,3,1093,950,580,404,202,1,1119,873,570,398,183,3,6371,565,6376,253,312,3230,3146
"G3701310","1840","North Carolina","370","Northampton","1310","Northampton",142,134,46,47,22,0,126,140,57,52,25,1,1197,1028,618,466,242,1,1081,964,561,378,221,2,5818,792,6759,391,401,3552,3207
"G3701330","1840","North Carolina","370","Onslow","1330","Onslow",23,16,10,8,4,0,17,17,8,3,7,0,478,423,212,150,86,0,482,440,205,166,95,2,4675,113,2739,61,52,1349,1390
"G3701350","1840","North Carolina","370","Orange","1350","Orange",117,100,44,29,26,0,107,85,58,43,20,2,1236,1148,487,390,164,2,1209,1173,552,395,197,1,16771,631,6954,316,315,3427,3527
"G3701390","1840","North Carolina","370","Pasquotank","1390","Pasquotank",159,160,92,66,44,1,163,163,111,81,36,0,457,493,274,188,104,0,439,395,229,158,50,1,4650,1076,2788,522,554,1516,1272
"G3701430","1840","North Carolina","370","Perquimans","1430","Perquimans",47,34,22,22,18,0,49,56,25,23,10,1,498,481,262,183,100,0,471,455,226,170,97,0,4096,307,2943,143,164,1524,1419
"G3701450","1840","North Carolina","370","Person","1450","Person",36,39,17,11,4,0,38,35,14,11,5,0,807,674,347,226,101,0,823,706,346,223,98,0,5229,210,4351,107,103,2155,2196
"G3701470","1840","North Carolina","370","Pitt","1470","Pitt",5,7,2,4,0,0,6,6,0,0,0,0,1045,835,424,367,165,0,1046,874,422,317,152,1,6128,30,5648,18,12,2836,2812
"G3701510","1840","North Carolina","370","Randolph","1510","Randolph",78,50,27,21,16,0,50,52,30,24,13,0,252,259,95,58,31,1,247,240,131,67,26,0,11107,361,1407,192,169,696,711
"G3701530","1840","North Carolina","370","Richmond","1530","Richmond",56,55,22,19,12,0,69,49,24,20,10,0,793,618,284,140,61,0,794,580,332,209,67,2,4693,336,3880,164,172,1896,1984
"G3701550","1840","North Carolina","370","Robeson","1550","Robeson",241,162,94,67,37,1,242,164,98,75,42,0,598,482,171,137,51,0,561,460,216,149,59,1,6262,1223,2885,602,621,1439,1446
"G3701570","1840","North Carolina","370","Rockingham","1570","Rockingham",70,32,23,11,7,0,49,36,30,9,8,0,888,769,344,239,68,2,840,727,358,249,86,2,8595,275,4572,143,132,2310,2262
"G3701590","1840","North Carolina","370","Rowan","1590","Rowan",9,26,12,5,3,0,6,18,7,9,3,0,617,570,263,149,96,2,611,527,285,169,74,2,8646,98,3365,55,43,1697,1668
"G3701610","1840","North Carolina","370","Rutherford","1610","Rutherford",19,24,9,3,6,0,20,21,10,10,4,0,658,519,209,129,42,0,618,534,258,159,74,1,15875,126,3201,61,65,1557,1644
"G3701630","1840","North Carolina","370","Sampson","1630","Sampson",50,34,21,15,8,0,42,36,30,14,7,0,860,733,374,213,69,0,797,741,357,205,76,0,7475,257,4425,128,129,2249,2176
"G3701690","1840","North Carolina","370","Stokes","1690","Stokes",27,39,7,5,7,0,19,29,11,8,13,0,511,437,202,134,53,0,482,436,225,137,65,0,13418,165,2682,85,80,1337,1345
"G3701710","1840","North Carolina","370","Surry","1710","Surry",36,31,10,11,7,1,40,30,20,14,8,0,319,284,115,80,29,1,339,295,151,112,52,1,13093,208,1778,96,112,828,950
"G3701770","1840","North Carolina","370","Tyrrell","1770","Tyrrell",12,13,4,5,0,0,21,13,9,6,3,0,247,247,125,104,35,2,228,216,94,73,39,1,3160,86,1411,34,52,760,651
"G3701830","1840","North Carolina","370","Wake","1830","Wake",166,172,83,52,24,0,144,174,84,71,39,0,1455,1183,608,451,210,1,1483,1275,696,422,210,2,12113,1009,7996,497,512,3908,4088
"G3701850","1840","North Carolina","370","Warren","1850","Warren",51,50,24,21,11,0,58,52,31,20,11,0,1435,1381,681,508,231,1,1381,1261,658,445,218,0,4390,329,8200,157,172,4237,3963
"G3701870","1840","North Carolina","370","Washington","1870","Washington",14,25,18,7,5,0,23,32,21,8,6,0,271,267,136,131,58,0,283,280,153,99,49,0,2639,159,1727,69,90,863,864
"G3701910","1840","North Carolina","370","Wayne","1910","Wayne",98,71,33,20,10,0,85,70,46,19,12,0,700,580,277,214,101,0,667,558,294,172,110,0,6754,464,3673,232,232,1872,1801
"G3701930","1840","North Carolina","370","Wilkes","1930","Wilkes",41,27,8,3,6,0,22,33,13,10,8,0,278,239,78,70,27,0,255,272,101,72,38,0,10976,171,1430,85,86,692,738
"G3701990","1840","North Carolina","370","Yancey","1990","Yancey",2,6,1,1,2,0,4,7,1,3,0,0,49,42,12,8,3,0,59,51,16,10,4,0,5681,27,254,12,15,114,140
"G3900010","1840","Ohio","390","Adams","0010","Adams",9,11,4,3,2,1,13,7,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13120,63,0,30,33,0,0
"G3900030","1840","Ohio","390","Allen","0030","Allen",2,4,3,1,1,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9056,23,0,11,12,0,0
"G3900070","1840","Ohio","390","Ashtabula","0070","Ashtabula",1,1,3,2,2,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23707,17,0,9,8,0,0
"G3900090","1840","Ohio","390","Athens","0090","Athens",7,8,12,2,3,0,6,8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19054,55,0,32,23,0,0
"G3900130","1840","Ohio","390","Belmont","0130","Belmont",122,118,43,35,30,0,122,134,54,43,19,2,0,0,0,0,0,0,0,0,0,0,0,0,30179,722,0,348,374,0,0
"G3900150","1840","Ohio","390","Brown","0150","Brown",93,83,51,46,27,0,95,92,68,39,19,1,0,0,0,0,0,0,0,0,0,0,0,0,22101,614,0,300,314,0,0
"G3900170","1840","Ohio","390","Butler","0170","Butler",39,36,25,18,8,0,40,40,28,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27919,254,0,126,128,0,0
"G3900190","1840","Ohio","390","Carroll","0190","Carroll",4,10,5,2,1,0,5,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18059,49,0,22,27,0,0
"G3900210","1840","Ohio","390","Champaign","0210","Champaign",61,63,27,17,16,1,49,46,23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16393,328,0,185,143,0,0
"G3900230","1840","Ohio","390","Clark","0230","Clark",30,42,22,8,5,0,32,27,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16682,200,0,107,93,0,0
"G3900250","1840","Ohio","390","Clermont","0250","Clermont",19,16,10,9,8,0,24,13,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,22984,122,0,62,60,0,0
"G3900270","1840","Ohio","390","Clinton","0270","Clinton",69,51,36,16,10,2,72,52,43,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15342,377,0,184,193,0,0
"G3900290","1840","Ohio","390","Columbiana","0290","Columbiana",78,56,38,24,12,1,76,66,34,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,39961,417,0,209,208,0,0
"G3900310","1840","Ohio","390","Coshocton","0310","Coshocton",7,7,1,3,2,0,3,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21552,38,0,20,18,0,0
"G3900330","1840","Ohio","390","Crawford","0330","Crawford",0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13147,5,0,2,3,0,0
"G3900350","1840","Ohio","390","Cuyahoga","0350","Cuyahoga",13,15,17,14,4,0,13,14,13,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26385,121,0,63,58,0,0
"G3900370","1840","Ohio","390","Darke","0370","Darke",51,33,11,9,6,0,36,26,17,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13082,200,0,110,90,0,0
"G3900410","1840","Ohio","390","Delaware","0410","Delaware",11,12,8,5,5,0,11,8,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,76,0,41,35,0,0
"G3900430","1840","Ohio","390","Erie","0430","Erie",9,15,16,15,3,0,18,6,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12502,97,0,58,39,0,0
"G3900450","1840","Ohio","390","Fairfield","0450","Fairfield",49,59,26,25,6,0,62,60,27,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,31582,342,0,165,177,0,0
"G3900470","1840","Ohio","390","Fayette","0470","Fayette",37,35,18,28,9,0,37,30,23,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10748,236,0,127,109,0,0
"G3900490","1840","Ohio","390","Franklin","0490","Franklin",101,147,96,70,27,1,114,132,61,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24244,805,0,442,363,0,0
"G3900530","1840","Ohio","390","Gallia","0530","Gallia",145,109,44,60,28,0,151,128,69,45,19,1,0,0,0,0,0,0,0,0,0,0,0,0,12645,799,0,386,413,0,0
"G3900550","1840","Ohio","390","Geauga","0550","Geauga",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16294,3,0,2,1,0,0
"G3900570","1840","Ohio","390","Greene","0570","Greene",53,48,39,22,7,0,54,65,28,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17184,344,0,169,175,0,0
"G3900590","1840","Ohio","390","Guernsey","0590","Guernsey",32,28,12,13,2,1,36,31,20,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27558,190,0,88,102,0,0
"G3900610","1840","Ohio","390","Hamilton","0610","Hamilton",254,340,353,175,67,3,317,455,354,183,74,1,0,0,0,0,0,0,0,0,0,0,0,0,77569,2576,0,1192,1384,0,0
"G3900630","1840","Ohio","390","Hancock","0630","Hancock",0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9978,8,0,4,4,0,0
"G3900650","1840","Ohio","390","Hardin","0650","Hardin",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4594,4,0,3,1,0,0
"G3900670","1840","Ohio","390","Harrison","0670","Harrison",29,26,9,11,6,1,25,31,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19936,163,0,82,81,0,0
"G3900690","1840","Ohio","390","Henry","0690","Henry",0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,6,0,5,1,0,0
"G3900710","1840","Ohio","390","Highland","0710","Highland",139,139,60,35,29,0,127,147,39,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21483,786,0,402,384,0,0
"G3900730","1840","Ohio","390","Hocking","0730","Hocking",9,8,6,2,1,0,9,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9695,46,0,26,20,0,0
"G3900750","1840","Ohio","390","Holmes","0750","Holmes",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18085,3,0,2,1,0,0
"G3900770","1840","Ohio","390","Huron","0770","Huron",16,10,16,11,2,0,11,15,13,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23827,106,0,55,51,0,0
"G3900790","1840","Ohio","390","Jackson","0790","Jackson",50,51,18,12,13,0,60,39,40,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9429,315,0,144,171,0,0
"G3900810","1840","Ohio","390","Jefferson","0810","Jefferson",77,83,48,29,21,1,63,86,44,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,24533,497,0,259,238,0,0
"G3900830","1840","Ohio","390","Knox","0830","Knox",9,14,8,8,2,0,10,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29516,63,0,41,22,0,0
"G3900850","1840","Ohio","390","Lake","0850","Lake",2,2,2,3,2,0,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13698,21,0,11,10,0,0
"G3900870","1840","Ohio","390","Lawrence","0870","Lawrence",24,16,12,10,9,1,19,29,10,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0,9589,148,1,72,76,1,0
"G3900890","1840","Ohio","390","Licking","0890","Licking",19,28,14,11,4,0,14,26,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,34956,140,0,76,64,0,0
"G3900910","1840","Ohio","390","Logan","0910","Logan",77,55,37,32,4,0,76,52,37,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13608,407,0,205,202,0,0
"G3900930","1840","Ohio","390","Lorain","0930","Lorain",8,8,18,4,0,0,6,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18405,62,0,38,24,0,0
"G3900950","1840","Ohio","390","Lucas","0950","Lucas",5,5,17,8,0,0,1,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328,54,0,35,19,0,0
"G3900970","1840","Ohio","390","Madison","0970","Madison",15,19,10,7,2,1,15,13,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8928,97,0,54,43,0,0
"G3901010","1840","Ohio","390","Marion","1010","Marion",8,8,4,5,1,0,11,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14713,52,0,26,26,0,0
"G3901030","1840","Ohio","390","Medina","1030","Medina",0,3,1,2,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18339,13,0,6,7,0,0
"G3901050","1840","Ohio","390","Meigs","1050","Meigs",5,6,3,2,2,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11424,28,0,18,10,0,0
"G3901070","1840","Ohio","390","Mercer","1070","Mercer",23,32,25,13,8,1,24,39,20,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8073,204,0,102,102,0,0
"G3901090","1840","Ohio","390","Miami","1090","Miami",30,30,21,12,3,0,41,35,21,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19477,211,0,96,115,0,0
"G3901110","1840","Ohio","390","Monroe","1110","Monroe",4,2,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18508,13,0,8,5,0,0
"G3901130","1840","Ohio","390","Montgomery","1130","Montgomery",48,53,49,30,2,0,60,69,35,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31562,376,0,182,194,0,0
"G3901150","1840","Ohio","390","Morgan","1150","Morgan",10,16,1,3,3,0,9,17,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20784,68,0,33,35,0,0
"G3901190","1840","Ohio","390","Muskingum","1190","Muskingum",87,87,53,35,14,0,84,100,45,40,17,0,0,0,0,0,0,0,0,1,0,0,0,0,38186,562,1,276,286,0,1
"G3901230","1840","Ohio","390","Ottawa","1230","Ottawa",0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,5,0,4,1,0,0
"G3901250","1840","Ohio","390","Paulding","1250","Paulding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0
"G3901270","1840","Ohio","390","Perry","1270","Perry",5,6,4,2,3,0,10,9,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19297,47,0,20,27,0,0
"G3901290","1840","Ohio","390","Pickaway","1290","Pickaway",55,57,22,21,10,0,55,52,39,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19392,333,0,165,168,0,0
"G3901310","1840","Ohio","390","Pike","1310","Pike",48,65,36,11,12,0,45,57,27,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7297,329,0,172,157,0,0
"G3901330","1840","Ohio","390","Portage","1330","Portage",5,8,3,4,0,0,7,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22926,39,0,20,19,0,0
"G3901350","1840","Ohio","390","Preble","1350","Preble",18,13,10,1,4,0,13,13,7,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,19393,88,1,46,42,1,0
"G3901370","1840","Ohio","390","Putnam","1370","Putnam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188,1,0,1,0,0,0
"G3901390","1840","Ohio","390","Richland","1390","Richland",10,11,4,7,4,2,8,11,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44467,65,0,38,27,0,0
"G3901410","1840","Ohio","390","Ross","1410","Ross",193,196,108,87,50,0,158,169,106,88,40,0,0,0,0,0,0,0,0,0,0,0,0,0,26265,1195,0,634,561,0,0
