GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A00AA1790,A00AA1800,A00AA1810,A00AA1820,A00AA1830,A00AA1840,A00AA1850,A00AA1860,A00AA1870,A00AA1880,A00AA1890,A00AA1900,A00AA1910,A00AA1920,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010
"G0500410","Arkansas","050","Desha County","0410",,,,,,1598,2911,6459,6125,8973,10324,11511,15274,20297,21814,27160,25155,20770,18761,19760,16798,15341,13008
"G0500415","Arkansas","050","Dorsey County","0415",,,,,,,,,,8370,,,,,,,,,,,,,
"G0500430","Arkansas","050","Drew County","0430",,,,,,,3276,9078,9960,12231,17352,19451,21960,21822,19928,19831,17959,15213,15157,17910,17369,18723,18509
"G0500450","Arkansas","050","Faulkner County","0450",,,,,,,,,,12786,18342,20780,23708,27681,28381,25880,25289,24303,31572,46192,60006,86014,113237
"G0500470","Arkansas","050","Franklin County","0470",,,,,,2665,3972,7298,9627,14951,19934,17395,20638,19364,15762,15683,12358,10213,11301,14705,14897,17771,18125
"G0500490","Arkansas","050","Fulton County","0490",,,,,,,1819,4024,4843,6720,10984,12917,12193,11182,10834,10253,9187,6657,7699,9975,10037,11642,12245
"G0500510","Arkansas","050","Garland County","0510",,,,,,,,,,9023,15328,18773,27271,25785,36031,41664,47102,46697,54131,70531,73397,88068,96024
"G0500530","Arkansas","050","Grant County","0530",,,,,,,,,3943,6185,7786,7671,9425,10710,9834,10477,9024,8294,9711,13008,13948,16464,17853
"G0500550","Arkansas","050","Greene County","0550",,,,,,1586,2593,5843,7573,7480,12908,16979,23852,26105,26127,30204,29149,25198,24765,30744,31804,37331,42090
"G0500570","Arkansas","050","Hempstead County","0570",,,,,,4921,7672,13989,13768,19015,22796,24101,28285,31602,30847,32770,25080,19661,19308,23635,21621,23587,22609
"G0500590","Arkansas","050","Hot Spring County","0590",,,,,,1907,3609,5635,5877,7775,11603,12748,15022,17784,18105,18916,22181,21893,21963,26819,26115,30353,32923
"G0500610","Arkansas","050","Howard County","0610",,,,,,,,,,9917,13789,14076,16898,18565,17489,16621,13342,10878,11412,13459,13569,14300,13789
"G0500630","Arkansas","050","Independence County","0630",,,,,,3669,7767,14307,14566,18086,21961,22557,24776,23976,24225,25643,23488,20048,22723,30147,31192,34233,36647
"G0500650","Arkansas","050","Izard County","0650",,,,,,2240,3213,7215,6806,10857,13038,13506,14561,13871,12872,12834,9953,6766,7381,10768,11364,13249,13696
"G0500670","Arkansas","050","Jackson County","0670",,,,,,1540,3086,10493,7268,10877,15179,18383,23501,25446,27943,26427,25912,22843,20452,21646,18944,18418,17997
"G0500690","Arkansas","050","Jefferson County","0690",,,,,,2566,5834,14971,15733,22386,40881,40972,52734,60330,64154,65101,76075,81373,85329,90718,85487,84278,77435
"G0500710","Arkansas","050","Johnson County","0710",,,,,,3433,5227,7612,9152,11565,16758,17448,19698,21062,19289,18795,16138,12421,13630,17423,18221,22781,25540
"G0500730","Arkansas","050","Lafayette County","0730",,,,,,2200,5220,8464,9139,5730,7700,10594,13741,15522,16934,16851,13203,11030,10018,10213,9643,8559,7645
"G0500750","Arkansas","050","Lawrence County","0750",,,,,,2835,5274,9372,5981,8782,12984,16491,20001,22098,21663,22651,21303,17267,16320,18447,17457,17774,17415
"G0500770","Arkansas","050","Lee County","0770",,,,,,,,,,13288,18886,19409,24252,28852,26637,26810,24322,21001,18884,15539,13053,12580,10424
"G0500790","Arkansas","050","Lincoln County","0790",,,,,,,,,,9255,10255,13389,15118,18774,20250,19709,17079,14447,12913,13369,13690,14492,14134
"G0500810","Arkansas","050","Little River County","0810",,,,,,,,,3236,6404,8903,13731,13597,16301,15515,15932,11690,9211,11194,13952,13966,13628,13171
"G0500830","Arkansas","050","Logan County","0830",,,,,,,,,,14885,20774,20563,26350,25866,24110,25967,20260,15957,16789,20144,20557,22486,22353
"G0500850","Arkansas","050","Lonoke County","0850",,,,,,,,,,12146,19263,22544,27983,33400,33759,29802,27278,24551,26249,34518,39268,52828,68356
"G0500870","Arkansas","050","Madison County","0870",,,,,,2775,4823,7740,8231,11455,17402,19864,16056,14918,13334,14531,11734,9068,9453,11373,11618,14243,15717
"G0500890","Arkansas","050","Marion County","0890",,,,,,1325,2308,6192,3979,7907,10390,11377,10203,10154,8876,9464,8609,6041,7000,11334,12001,16140,16653
"G0500910","Arkansas","050","Miller County","0910",,,,,,,,,,9919,14714,17558,19555,24021,30586,31874,32614,31686,33385,37766,38467,40443,43462
"G0500930","Arkansas","050","Mississippi County","0930",,,,,,1410,2368,3895,3633,7332,11635,16384,30468,47320,69289,80217,82375,70174,62060,59517,57525,51979,46480
"G0500950","Arkansas","050","Monroe County","0950",,,,,,936,2049,5657,8336,9574,15336,16816,19907,21601,20651,21133,19540,17327,15657,14052,11333,10254,8149
"G0500970","Arkansas","050","Montgomery County","0970",,,,,,,1958,3633,2984,5729,7923,9444,12455,11112,10768,8876,6680,5370,5821,7771,7841,9245,9487
"G0500990","Arkansas","050","Nevada County","0990",,,,,,,,,,12959,14832,16609,19344,21934,20407,19869,14781,10700,10111,11097,10101,9955,8997
"G0501010","Arkansas","050","Newton County","1010",,,,,,,1758,3393,4374,6120,9950,12538,10612,11199,10564,10881,8685,5963,5844,7756,7666,8608,8330
"G0501030","Arkansas","050","Ouachita County","1030",,,,,,,9591,12936,12975,11758,17033,20892,21774,20636,29890,31151,33051,31641,30896,30541,30574,28790,26120
"G0501050","Arkansas","050","Perry County","1050",,,,,,,978,2465,2685,3872,5538,7294,9402,9905,7695,8392,5978,4927,5634,7266,7969,10209,10445
"G0501070","Arkansas","050","Phillips County","1070",,,,,,3547,6935,14877,15372,21262,25341,26561,33535,44530,40683,45970,46254,43997,40046,34772,28838,26445,21757
"G0501090","Arkansas","050","Pike County","1090",,,,,,969,1861,4025,3788,6345,8537,10301,12565,12397,11792,11786,10032,7864,8711,10373,10086,11303,11291
"G0501110","Arkansas","050","Poinsett County","1110",,,,,,1320,2308,3621,1720,2192,4272,7025,12791,20848,29695,37670,39311,30834,26822,27032,24664,25614,24583
"G0501130","Arkansas","050","Polk County","1130",,,,,,,1263,4262,3376,5857,9283,18352,17216,16412,14857,15832,14182,11981,13297,17007,17347,20229,20662
"G0501150","Arkansas","050","Pope County","1150",,,,,,2850,4710,7883,8386,14322,19458,21715,24527,27153,26547,25682,23291,21177,28607,39021,45883,54469,61754
"G0501170","Arkansas","050","Prairie County","1170",,,,,,,2097,8854,5604,8435,11374,11875,13853,17447,15187,15304,13768,10515,10249,10140,9518,9539,8715
"G0501190","Arkansas","050","Pulaski County","1190",,,,,,5350,5657,11699,32066,32616,47329,63179,86751,109464,137727,156085,196685,242980,287189,340613,349660,361474,382748
"G0501210","Arkansas","050","Randolph County","1210",,,,,,2196,3275,6261,7466,11724,14485,17156,18987,17713,16871,18319,15982,12520,12645,16834,16558,18195,17969
"G0501230","Arkansas","050","St. Francis County","1230",,,,,,2499,4479,8672,6714,8389,13543,17157,22548,28385,33394,36043,36841,33303,30799,30858,28497,29329,28258
"G0501250","Arkansas","050","Saline County","1250",,,,,,2061,3903,6640,3911,8953,11311,13122,16657,16781,15660,19163,23816,28956,36107,53161,64183,83529,107118
"G0501270","Arkansas","050","Scott County","1270",,,,,,1694,3083,5145,7483,9174,12635,13183,14302,13232,11803,13300,10057,7297,8207,9685,10205,10996,11233
"G0501290","Arkansas","050","Searcy County","1290",,,,,,936,1979,5271,5614,7278,9664,11988,14825,14590,11056,11942,10424,8124,7731,8847,7841,8261,8195
"G0501310","Arkansas","050","Sebastian County","1310",,,,,,,,9238,12940,19560,33200,36935,52278,56739,54426,62809,64202,66685,79237,95172,99590,115071,125744
"G0501330","Arkansas","050","Sevier County","1330",,,,,,2810,4240,10516,4492,6192,10072,16339,16616,18301,16364,15248,12293,10156,11272,14060,13637,15757,17058
"G0501350","Arkansas","050","Sharp County","1350",,,,,,,,,5400,9047,10418,12199,11688,11132,10715,11497,8999,6319,8233,14607,14109,17119,17264
"G0501370","Arkansas","050","Stone County","1370",,,,,,,,,,5089,7043,8100,8946,8779,7993,8603,7662,6294,6838,9022,9775,11499,12394
"G0501390","Arkansas","050","Union County","1390",,,,,,2889,10298,12288,10571,13419,14977,22495,30723,29691,55800,50461,49686,49518,45428,48573,46719,45629,41639
"G0501410","Arkansas","050","Van Buren County","1410",,,,,,1518,2864,5357,5107,9565,8567,11220,13509,13666,11962,12518,9687,7228,8275,13357,14008,16192,17295
"G0501430","Arkansas","050","Washington County","1430",,,,,,7148,9970,14673,17266,23844,32024,34256,33889,35468,39255,41114,49979,55797,77370,100494,113409,157715,203065
"G0501450","Arkansas","050","White County","1450",,,,,,929,2619,8316,10347,17794,22946,24864,28574,34603,38269,37176,38040,32745,39253,50835,54676,67165,77076
"G0501470","Arkansas","050","Woodruff County","1470",,,,,,,,,6891,8646,14009,16304,20049,21547,22682,22133,18957,13954,11566,11222,9520,8741,7260
"G0501490","Arkansas","050","Yell County","1490",,,,,,,3341,6333,8048,13852,18015,22750,26323,25655,21313,20970,14057,11940,14208,17026,17759,21139,22185
"G0550015","Arkansas Territory","055","Arkansas County","0015",,,,1260,1426,,,,,,,,,,,,,,,,,,
"G0550035","Arkansas Territory","055","Chicot County","0035",,,,,1165,,,,,,,,,,,,,,,,,,
"G0550055","Arkansas Territory","055","Clark County","0055",,,,1040,1369,,,,,,,,,,,,,,,,,,
"G0550075","Arkansas Territory","055","Conway County","0075",,,,,982,,,,,,,,,,,,,,,,,,
"G0550095","Arkansas Territory","055","Crawford County","0095",,,,,2440,,,,,,,,,,,,,,,,,,
"G0550115","Arkansas Territory","055","Crittenden County","0115",,,,,1272,,,,,,,,,,,,,,,,,,
"G0550135","Arkansas Territory","055","Hempstead County","0135",,,,2248,2512,,,,,,,,,,,,,,,,,,
"G0550155","Arkansas Territory","055","Hot Spring County","0155",,,,,458,,,,,,,,,,,,,,,,,,
"G0550175","Arkansas Territory","055","Independence County","0175",,,,,2031,,,,,,,,,,,,,,,,,,
"G0550195","Arkansas Territory","055","Izard County","0195",,,,,1266,,,,,,,,,,,,,,,,,,
"G0550215","Arkansas Territory","055","Jackson County","0215",,,,,333,,,,,,,,,,,,,,,,,,
"G0550235","Arkansas Territory","055","Jefferson County","0235",,,,,772,,,,,,,,,,,,,,,,,,
"G0550255","Arkansas Territory","055","Lafayette County","0255",,,,,748,,,,,,,,,,,,,,,,,,
"G0550275","Arkansas Territory","055","Lawrence County","0275",,,,5602,2806,,,,,,,,,,,,,,,,,,
"G0550295","Arkansas Territory","055","Miller County","0295",,,,999,356,,,,,,,,,,,,,,,,,,
"G0550315","Arkansas Territory","055","Monroe County","0315",,,,,461,,,,,,,,,,,,,,,,,,
"G0550335","Arkansas Territory","055","Phillips County","0335",,,,1201,1152,,,,,,,,,,,,,,,,,,
"G0550355","Arkansas Territory","055","Pope County","0355",,,,,1483,,,,,,,,,,,,,,,,,,
"G0550375","Arkansas Territory","055","Pulaski County","0375",,,,1923,2395,,,,,,,,,,,,,,,,,,
"G0550395","Arkansas Territory","055","St Francis County","0395",,,,,1505,,,,,,,,,,,,,,,,,,
"G0550415","Arkansas Territory","055","Sevier County","0415",,,,,634,,,,,,,,,,,,,,,,,,
"G0550435","Arkansas Territory","055","Union County","0435",,,,,640,,,,,,,,,,,,,,,,,,
"G0550455","Arkansas Territory","055","Washington County","0455",,,,,2182,,,,,,,,,,,,,,,,,,
"G0600010","California","060","Alameda County","0010",,,,,,,,8927,24237,62976,93864,130197,246131,344177,474883,513011,740315,908209,1073184,1105379,1279182,1443741,1510271
"G0600030","California","060","Alpine County","0030",,,,,,,,,685,539,667,509,309,243,241,323,241,397,484,1097,1113,1208,1175
"G0600050","California","060","Amador County","0050",,,,,,,,10930,9582,11384,10320,11116,9086,7793,8494,8973,9151,9990,11821,19314,30039,35100,38091
"G0600070","California","060","Butte County","0070",,,,,,,3574,12106,11403,18721,17939,17117,27301,30030,34093,42840,64930,82030,101969,143851,182120,203171,220000
"G0600090","California","060","Calaveras County","0090",,,,,,,16884,16299,8895,9094,8882,11200,9171,6183,6008,8221,9902,10289,13585,20710,31998,40554,45578
"G0600110","California","060","Colusa County","0110",,,,,,,115,2274,6165,13118,14640,7364,7732,9290,10258,9788,11651,12075,12430,12791,16275,18804,21419
"G0600115","California","060","Colusa-Shasta-Trinity [multi-county reporting area]","0115",,,,,,,,,,,,,,,,,,,,,,,
"G0600130","California","060","Contra Costa County","0130",,,,,,,,5328,8461,12525,13515,18046,31674,53889,78608,100450,298984,409030,558389,656380,803732,948816,1049025
"G0600150","California","060","Del Norte County","0150",,,,,,,,1993,2022,2584,2592,2408,2417,2759,4739,4745,8078,17771,14580,18217,23460,27507,28610
"G0600170","California","060","El Dorado County","0170",,,,,,,20057,20562,10309,10683,9232,8986,7492,6426,8325,13229,16207,29390,43833,85812,125995,156299,181058
"G0600190","California","060","Fresno County","0190",,,,,,,,4605,6336,9478,32026,37862,75657,128779,144379,178565,276515,365945,413053,514621,667490,799407,930450
"G0600210","California","060","Glenn County","0210",,,,,,,,,,,,5150,7172,11853,10935,12195,15448,17245,17521,21350,24798,26453,28122
"G0600230","California","060","Humboldt County","0230",,,,,,,,2694,6140,15512,23469,27104,33857,37413,43233,45812,69241,104892,99692,108514,119118,126518,134623
"G0600250","California","060","Imperial County","0250",,,,,,,,,,,,,13591,43453,60903,59740,62975,72105,74492,92110,109303,142361,174528
"G0600270","California","060","Inyo County","0270",,,,,,,,,1956,2928,3544,4377,6974,7031,6555,7625,11658,11684,15571,17895,18281,17945,18546
"G0600290","California","060","Kern County","0290",,,,,,,,,2925,5601,9808,16480,37715,54843,82570,135124,228309,291984,329162,403089,543477,661645,839631
"G0600310","California","060","Kings County","0310",,,,,,,,,,,,9871,16230,22031,25385,35168,46768,49954,64610,73738,101469,129461,152982
"G0600315","California","060","Klamath County","0315",,,,,,,,1803,1686,,0,,,,,,,,,,,,
"G0600330","California","060","Lake County","0330",,,,,,,,,2969,6596,7101,6017,5526,5402,7166,8069,11481,13786,19548,36366,50631,58309,64665
"G0600350","California","060","Lassen County","0350",,,,,,,,,1327,3340,4239,4511,4802,8507,12589,14479,18474,13597,14960,21661,27598,33828,34895
"G0600370","California","060","Los Angeles County","0370",,,,,,,3530,11333,15309,33381,101454,170298,504131,936455,2208492,2785643,4151687,6038771,7032075,7477503,8863164,9519338,9818605
"G0600390","California","060","Madera County","0390",,,,,,,,,,,,6364,8368,12203,17164,23314,36964,40468,41519,63116,88090,123109,150865
"G0600410","California","060","Marin County","0410",,,,,,,323,3334,6903,11324,13072,15702,25114,27342,41648,52907,85619,146820,206038,222568,230096,247289,252409
"G0600430","California","060","Mariposa County","0430",,,,,,,4379,6243,4572,4339,3787,4720,3956,2775,3233,5605,5145,5064,6015,11108,14302,17130,18251
"G0600435","California","060","Mariposa-Mono [multi-county reporting area]","0435",,,,,,,,,,,,,,,,,,,,,,,
"G0600450","California","060","Mendocino County","0450",,,,,,,55,3967,7545,12800,17612,20465,23929,24116,23505,27864,40854,51059,51101,66738,80345,86265,87841
"G0600470","California","060","Merced County","0470",,,,,,,,1141,2807,5656,8085,9215,15148,24579,36748,46988,69780,90446,104629,134560,178403,210554,255793
"G0600490","California","060","Modoc County","0490",,,,,,,,,,4399,4986,5076,6191,5425,8038,8713,9678,8308,7469,8610,9678,9449,9686
"G0600510","California","060","Mono County","0510",,,,,,,,,430,7499,2002,2167,2042,960,1360,2299,2115,2213,4016,8577,9956,12853,14202
"G0600530","California","060","Monterey County","0530",,,,,,,1872,4739,9876,11302,18637,19380,24146,27980,53705,73032,130498,198351,250071,290444,355660,401762,415057
"G0600550","California","060","Napa County","0550",,,,,,,405,5521,7163,13235,16411,16451,19800,20678,22897,28503,46603,65890,79140,99199,110765,124279,136484
"G0600570","California","060","Nevada County","0570",,,,,,,,16446,19134,20823,17369,17789,14955,10850,10596,19283,19888,20911,26346,51645,78510,92033,98764
"G0600590","California","060","Orange County","0590",,,,,,,,,,,13589,19696,34436,61375,118674,130760,216224,703925,1420386,1932709,2410556,2846289,3010232
"G0600610","California","060","Placer County","0610",,,,,,,,13270,11357,14232,15101,15786,18237,18584,24468,28108,41649,56998,77306,117247,172796,248399,348432
"G0600630","California","060","Plumas County","0630",,,,,,,,4363,4489,6180,4933,4657,5259,5681,7913,11548,13519,11620,11707,17340,19739,20824,20007
"G0600650","California","060","Riverside County","0650",,,,,,,,,,,,17897,34696,50297,81024,105524,170046,306191,459074,663166,1170413,1545387,2189641
"G0600670","California","060","Sacramento County","0670",,,,,,,9087,24142,26830,34390,40339,45915,67806,91029,141999,170333,277140,502778,631498,783381,1041219,1223499,1418788
"G0600690","California","060","San Benito County","0690",,,,,,,,,,5584,6412,6633,8041,8995,11311,11392,14370,15396,18226,25005,36697,53234,55269
"G0600710","California","060","San Bernardino County","0710",,,,,,,,5551,3988,7786,25497,27929,56706,73401,133900,161108,281642,503591,684072,895016,1418380,1709434,2035210
"G0600730","California","060","San Diego County","0730",,,,,,,798,4324,4951,8618,34987,35090,61665,112248,209659,289348,556808,1033011,1357854,1861846,2498016,2813833,3095313
"G0600750","California","060","San Francisco County","0750",,,,,,,,56802,149473,233959,298997,342782,416912,506676,634394,634536,775357,740316,715674,678974,723959,776733,805235
"G0600770","California","060","San Joaquin County","0770",,,,,,,3647,9435,21050,24349,28629,35452,50731,79905,102940,134207,200750,249989,290208,347342,480628,563598,685306
"G0600790","California","060","San Luis Obispo County","0790",,,,,,,336,1782,4772,9142,16072,16637,19383,21893,29613,33246,51417,81044,105690,155435,217162,246681,269637
"G0600810","California","060","San Mateo County","0810",,,,,,,,3214,6635,8669,10087,12094,26585,36781,77405,111782,235659,444387,556234,587329,649623,707161,718451
"G0600830","California","060","Santa Barbara County","0830",,,,,,,1185,3543,7784,9513,15754,18934,27738,41097,65167,70555,98220,168962,264324,298694,369608,399347,423895
"G0600850","California","060","Santa Clara County","0850",,,,,,,,11912,26246,35039,48005,60216,83539,100676,145118,174949,290547,642315,1064714,1295071,1497577,1682585,1781642
"G0600870","California","060","Santa Cruz County","0870",,,,,,,643,4944,8743,12802,19270,21512,26140,26269,37433,45057,66534,84219,123790,188141,229734,255602,262382
"G0600890","California","060","Shasta County","0890",,,,,,,378,4360,4173,9492,12133,17318,18920,13361,13927,28800,36413,59468,77640,115715,147036,163256,177223
"G0600910","California","060","Sierra County","0910",,,,,,,,11387,5619,6623,5051,4017,4098,1783,2422,3025,2410,2247,2365,3073,3318,3555,3240
"G0600930","California","060","Siskiyou County","0930",,,,,,,,7629,6848,8610,12163,16962,18801,18545,25480,28598,30733,32885,33225,39732,43531,44301,44900
"G0600950","California","060","Solano County","0950",,,,,,,580,7169,16871,18475,20946,24143,27559,40602,40834,49118,104833,134597,169941,235203,340421,394542,413344
"G0600970","California","060","Sonoma County","0970",,,,,,,560,11867,19819,25926,32721,38480,48394,52090,62222,69052,103405,147375,204885,299681,388222,458614,483878
"G0600990","California","060","Stanislaus County","0990",,,,,,,,2245,6499,8751,10040,9550,22522,43557,56641,74866,127231,157294,194506,265900,370522,446997,514453
"G0601010","California","060","Sutter County","1010",,,,,,,3444,3390,5030,5159,5469,5886,6328,10115,14618,18680,26239,33380,41935,52246,64415,78930,94737
"G0601030","California","060","Tehama County","1030",,,,,,,,4044,3587,9301,9916,10996,11401,12882,13866,14316,19276,25305,29517,38888,49625,56039,63463
"G0601050","California","060","Trinity County","1050",,,,,,,1635,5125,3213,4999,3719,4383,3301,2551,2809,3970,5087,9706,7615,11858,13063,13022,13786
